symbol,name,category,interval,orb_duration,tp_multiplier,risk_per_trade,total_trades,win_rate,profit_factor,return_pct,max_drawdown,total_pnl
MSFT,Microsoft,stocks,5m,5,0.5,0.01,78,0.7051282051282052,1.1264427916665565,1.7317330349123767,-400.8621332519402,173.1733034912363
MSFT,Microsoft,stocks,15m,15,0.5,0.01,59,0.6440677966101694,0.8214456558144295,-2.749239679443126,-438.93408276366,-274.9239679443148
MSFT,Microsoft,stocks,15m,15,0.5,0.02,59,0.6440677966101694,0.7550200818753788,-4.289035827636526,-618.7760169677606,-428.90358276365
MSFT,Microsoft,stocks,15m,15,1.0,0.01,58,0.3793103448275862,0.5826275903793744,-10.123510025390296,-973.1465630859044,-1012.3510025390273
NQ=F,Nasdaq Futures,futures,5m,15,1.0,0.01,56,0.6607142857142857,1.9485837649474143,17.29746099999957,-375.75140000001556,1729.7460999999566
NQ=F,Nasdaq Futures,futures,5m,15,1.0,0.02,56,0.6607142857142857,1.9485837649474143,17.29746099999957,-375.75140000001556,1729.7460999999566
NQ=F,Nasdaq Futures,futures,5m,15,2.0,0.01,37,0.5135135135135135,1.9545857994099696,17.13246299999959,-363.00040000000445,1713.2462999999589
NQ=F,Nasdaq Futures,futures,15m,15,1.0,0.01,46,0.6521739130434783,1.676183988787431,13.139966999999633,-406.50040000000445,1313.9966999999633
NQ=F,Nasdaq Futures,futures,15m,15,1.0,0.02,46,0.6521739130434783,1.676183988787431,13.139966999999633,-406.50040000000445,1313.9966999999633
NQ=F,Nasdaq Futures,futures,15m,15,2.0,0.01,30,0.4666666666666667,1.6621229051312907,12.879966999999635,-406.50040000000445,1287.9966999999633
QQQ,Nasdaq ETF,stocks,5m,15,2.0,0.01,66,0.4696969696969697,1.7913606719058444,10.588346595703205,-261.13172216796147,1058.8346595703442
QQQ,Nasdaq ETF,stocks,5m,15,2.0,0.02,66,0.4696969696969697,1.7913606719058444,10.588346595703205,-261.13172216796147,1058.8346595703442
QQQ,Nasdaq ETF,stocks,5m,5,0.5,0.01,85,0.9058823529411765,5.069773266691223,8.834195942382813,-45.003599999999096,883.419594238288
QQQ,Nasdaq ETF,stocks,15m,15,2.0,0.01,56,0.4107142857142857,1.3658652329257657,5.242129705078241,-272.5970923828031,524.2129705078412
QQQ,Nasdaq ETF,stocks,15m,15,2.0,0.02,56,0.4107142857142857,1.3399410912943925,4.964921998047012,-300.3178630859279,496.4921998047164
QQQ,Nasdaq ETF,stocks,15m,15,1.0,0.01,64,0.578125,1.286626827198233,3.4195422050782325,-241.11192001952713,341.95422050783554
SPY,S&P 500 ETF,stocks,5m,5,0.5,0.01,89,0.8089887640449438,2.2107428474742026,3.1932054497072206,-31.802926757811747,319.3205449707161
SPY,S&P 500 ETF,stocks,5m,5,0.5,0.02,89,0.8089887640449438,2.2107428474742026,3.1932054497072206,-31.802926757811747,319.3205449707161
SPY,S&P 500 ETF,stocks,5m,15,1.0,0.01,83,0.5421686746987951,1.2997388979147804,2.4097669687503913,-124.50640136718562,240.9766968750289
SPY,S&P 500 ETF,stocks,15m,15,0.5,0.01,72,0.7777777777777778,1.4194053770311057,2.0889544248048333,-146.97188085937023,208.89544248048082
SPY,S&P 500 ETF,stocks,15m,15,0.5,0.02,72,0.7777777777777778,1.4194053770311057,2.0889544248048333,-146.97188085937023,208.89544248048082
SPY,S&P 500 ETF,stocks,15m,15,1.0,0.01,70,0.5571428571428572,1.1285056742446589,1.1290534033206314,-279.3199175781151,112.90534033205472
TSLA,Tesla,stocks,5m,5,0.5,0.02,79,0.759493670886076,1.6011398639022654,16.224524612549157,-744.1217632079934,1622.452461254913
TSLA,Tesla,stocks,5m,5,0.5,0.01,79,0.759493670886076,1.6070723703763015,11.221419431396752,-462.09314907225644,1122.1419431396707
TSLA,Tesla,stocks,5m,15,0.5,0.02,77,0.7142857142857143,1.1814832622692761,6.5739388029788275,-1463.2346537353387,657.3938802978824
TSLA,Tesla,stocks,15m,15,0.5,0.02,61,0.7049180327868853,1.1786441169887028,5.181138260498319,-1554.5768860595529,518.1138260498305
TSLA,Tesla,stocks,15m,15,0.5,0.01,61,0.7049180327868853,1.172271498942679,2.973485191894706,-862.7178335693241,297.34851918947015
TSLA,Tesla,stocks,15m,15,1.0,0.01,61,0.4098360655737705,0.6488074484698831,-11.210804897948929,-1519.3435209472432,-1121.080489794891
