symbol,name,category,interval,orb_duration,tp_multiplier,risk_per_trade,total_trades,win_rate,profit_factor,return_pct,max_drawdown,total_pnl,data_points,start,end
COST,COST,stocks,5m,15,2.0,0.01,232,0.38362068965517243,1.155075082066341,20.659902000001058,-2089.751799999957,2065.9902000000952,47231,2023-09-26 12:25:00+00:00,2025-09-24 23:15:00+00:00
NFLX,NFLX,stocks,5m,15,2.0,0.01,212,0.419811320754717,1.3873776727918548,59.939497000001,-1476.0473999999845,5993.949700000101,56997,2023-08-10 08:00:00+00:00,2025-08-08 23:40:00+00:00
QQQ,QQQ,stocks,5m,15,2.0,0.01,257,0.4163424124513619,1.3311125339566712,30.818761000001395,-664.0007999999834,3081.876100000147,47305,2024-08-09 08:00:00+00:00,2025-08-08 23:55:00+00:00
GOOGL,GOOGL,stocks,5m,15,2.0,0.01,111,0.4594594594594595,1.710827992550233,45.84290299999982,-536.5136000000002,4584.290299999984,44735,2024-08-09 08:00:00+00:00,2025-08-08 23:55:00+00:00
DIA,DIA,stocks,5m,15,2.0,0.01,472,0.3877118644067797,1.2491336280529557,31.019852000004228,-871.9097999999772,3101.9852000004103,62874,2023-08-10 08:00:00+00:00,2025-08-08 23:50:00+00:00
AAPL,AAPL,stocks,5m,15,2.0,0.01,120,0.38333333333333336,1.2138009963216425,16.41337099999984,-1394.4212000000055,1641.3370999999797,45993,2024-08-09 08:00:00+00:00,2025-08-08 23:55:00+00:00
MSFT,MSFT,stocks,5m,15,2.0,0.01,133,0.42857142857142855,1.5431263704611005,36.622688000001126,-739.2476999999877,3662.2688000001053,40932,2024-08-09 08:00:00+00:00,2025-08-08 23:55:00+00:00
AMZN,AMZN,stocks,5m,15,2.0,0.01,167,0.39520958083832336,1.365285850298735,38.30683599999968,-1007.6014000000098,3830.683599999967,45895,2024-08-09 08:00:00+00:00,2025-08-08 23:55:00+00:00
META,META,stocks,5m,15,2.0,0.01,149,0.35570469798657717,1.0400391708796795,3.796082000000788,-1615.5543999999722,379.6082000000716,40360,2024-08-09 08:00:00+00:00,2025-08-08 23:55:00+00:00
SPY,SPY,stocks,5m,15,2.0,0.01,283,0.45229681978798586,1.5883633976370632,39.307982000001644,-409.2157999999795,3930.798200000162,46889,2024-08-09 08:00:00+00:00,2025-08-08 23:55:00+00:00
COST,COST,stocks,5m,15,2.0,0.02,232,0.38362068965517243,1.1876263803497717,30.40031100000111,-2328.8174999999505,3040.031100000108,47231,2023-09-26 12:25:00+00:00,2025-09-24 23:15:00+00:00
NFLX,NFLX,stocks,5m,15,2.0,0.02,212,0.419811320754717,1.2789319965198047,67.9656860000013,-2350.789899999978,6796.568600000143,56997,2023-08-10 08:00:00+00:00,2025-08-08 23:40:00+00:00
QQQ,QQQ,stocks,5m,15,2.0,0.02,257,0.4163424124513619,1.357406561870307,34.30191500000144,-675.1551999999833,3430.19150000015,47305,2024-08-09 08:00:00+00:00,2025-08-08 23:55:00+00:00
GOOGL,GOOGL,stocks,5m,15,2.0,0.02,111,0.4594594594594595,1.620128451852079,57.55674599999986,-788.0606000000039,5755.674599999983,44735,2024-08-09 08:00:00+00:00,2025-08-08 23:55:00+00:00
DIA,DIA,stocks,5m,15,2.0,0.02,472,0.3877118644067797,1.2675209082897745,33.66634500000409,-871.9097999999772,3366.6345000004126,62874,2023-08-10 08:00:00+00:00,2025-08-08 23:50:00+00:00
AAPL,AAPL,stocks,5m,15,2.0,0.02,120,0.38333333333333336,1.2835038043179627,30.166113999999688,-2293.914800000009,3016.6113999999693,45993,2024-08-09 08:00:00+00:00,2025-08-08 23:55:00+00:00
MSFT,MSFT,stocks,5m,15,2.0,0.02,133,0.42857142857142855,1.6370983603939888,54.1418540000013,-1003.2874999999859,5414.185400000125,40932,2024-08-09 08:00:00+00:00,2025-08-08 23:55:00+00:00
AMZN,AMZN,stocks,5m,15,2.0,0.02,167,0.39520958083832336,1.3336766503350599,47.66749099999963,-1000.1288999999997,4766.749099999956,45895,2024-08-09 08:00:00+00:00,2025-08-08 23:55:00+00:00
META,META,stocks,5m,15,2.0,0.02,149,0.35570469798657717,0.9824043503004729,-2.300390999999199,-2232.683199999985,-230.03909999991197,40360,2024-08-09 08:00:00+00:00,2025-08-08 23:55:00+00:00
SPY,SPY,stocks,5m,15,2.0,0.02,283,0.45229681978798586,1.6028136521933831,41.41931700000161,-401.77659999997877,4141.931700000164,46889,2024-08-09 08:00:00+00:00,2025-08-08 23:55:00+00:00
COST,COST,stocks,5m,15,1.0,0.01,400,0.5525,1.1803742411544662,28.475011000000976,-1303.8519999999753,2847.501100000099,47231,2023-09-26 12:25:00+00:00,2025-09-24 23:15:00+00:00
NFLX,NFLX,stocks,5m,15,1.0,0.01,348,0.5919540229885057,1.38836105195935,69.61875716000115,-1532.7910999999795,6961.875716000115,56997,2023-08-10 08:00:00+00:00,2025-08-08 23:40:00+00:00
QQQ,QQQ,stocks,5m,15,1.0,0.01,303,0.6171617161716172,1.405564534674239,29.86175400000093,-645.2543999999857,2986.1754000000883,47305,2024-08-09 08:00:00+00:00,2025-08-08 23:55:00+00:00
GOOGL,GOOGL,stocks,5m,15,1.0,0.01,214,0.6308411214953271,1.7213334552581787,63.90299499999986,-792.160600000004,6390.299499999983,44735,2024-08-09 08:00:00+00:00,2025-08-08 23:55:00+00:00
DIA,DIA,stocks,5m,15,1.0,0.01,602,0.5647840531561462,1.2922125977704817,31.77450300000364,-648.5501999999717,3177.45030000036,62874,2023-08-10 08:00:00+00:00,2025-08-08 23:50:00+00:00
AAPL,AAPL,stocks,5m,15,1.0,0.01,190,0.5526315789473685,1.2162143131626175,18.807790999999796,-1526.6402000000062,1880.779099999972,45993,2024-08-09 08:00:00+00:00,2025-08-08 23:55:00+00:00
MSFT,MSFT,stocks,5m,15,1.0,0.01,214,0.5560747663551402,1.2072676633396426,17.626319000001185,-621.215999999971,1762.631900000119,40932,2024-08-09 08:00:00+00:00,2025-08-08 23:55:00+00:00
AMZN,AMZN,stocks,5m,15,1.0,0.01,221,0.5429864253393665,1.2075141843479682,21.12235999999957,-1102.4695000000033,2112.2359999999703,45895,2024-08-09 08:00:00+00:00,2025-08-08 23:55:00+00:00
META,META,stocks,5m,15,1.0,0.01,204,0.5392156862745098,1.1097604044894844,10.690795000000652,-850.6944999999795,1069.0795000000696,40360,2024-08-09 08:00:00+00:00,2025-08-08 23:55:00+00:00
SPY,SPY,stocks,5m,15,1.0,0.01,329,0.6413373860182371,1.6416768106164341,31.826754000001166,-318.29659999998785,3182.675400000115,46889,2024-08-09 08:00:00+00:00,2025-08-08 23:55:00+00:00
COST,COST,stocks,5m,15,1.0,0.02,400,0.5525,1.1422514845705989,25.926388000001044,-1351.5250999999744,2592.6388000001048,47231,2023-09-26 12:25:00+00:00,2025-09-24 23:15:00+00:00
NFLX,NFLX,stocks,5m,15,1.0,0.02,348,0.5919540229885057,1.305846100904991,84.28513088000163,-2357.449799999966,8428.513088000158,56997,2023-08-10 08:00:00+00:00,2025-08-08 23:40:00+00:00
QQQ,QQQ,stocks,5m,15,1.0,0.02,303,0.6171617161716172,1.41280439689208,31.300223000000916,-723.7631999999849,3130.02230000009,47305,2024-08-09 08:00:00+00:00,2025-08-08 23:55:00+00:00
GOOGL,GOOGL,stocks,5m,15,1.0,0.02,214,0.6308411214953271,1.6902529479892345,85.5257079999998,-1080.8026000000061,8552.570799999972,44735,2024-08-09 08:00:00+00:00,2025-08-08 23:55:00+00:00
DIA,DIA,stocks,5m,15,1.0,0.02,602,0.5647840531561462,1.3108525559964863,34.00965200000361,-648.5501999999717,3400.9652000003616,62874,2023-08-10 08:00:00+00:00,2025-08-08 23:50:00+00:00
AAPL,AAPL,stocks,5m,15,1.0,0.02,190,0.5526315789473685,1.211292378461154,24.341012999999748,-2382.9238000000078,2434.1012999999657,45993,2024-08-09 08:00:00+00:00,2025-08-08 23:55:00+00:00
MSFT,MSFT,stocks,5m,15,1.0,0.02,214,0.5560747663551402,1.2528420913852916,25.69080400000126,-871.7408999999752,2569.0804000001363,40932,2024-08-09 08:00:00+00:00,2025-08-08 23:55:00+00:00
AMZN,AMZN,stocks,5m,15,1.0,0.02,221,0.5429864253393665,1.147450198228218,19.817363999999525,-1584.0968000000044,1981.7363999999634,45895,2024-08-09 08:00:00+00:00,2025-08-08 23:55:00+00:00
META,META,stocks,5m,15,1.0,0.02,204,0.5392156862745098,1.0318195391899836,4.197294000000838,-1535.7362999999796,419.7294000000809,40360,2024-08-09 08:00:00+00:00,2025-08-08 23:55:00+00:00
SPY,SPY,stocks,5m,15,1.0,0.02,329,0.6413373860182371,1.625492675402646,31.99351000000115,-323.27699999998777,3199.351000000116,46889,2024-08-09 08:00:00+00:00,2025-08-08 23:55:00+00:00
COST,COST,stocks,5m,15,0.5,0.01,496,0.7116935483870968,1.1698368155164847,21.351548000000875,-1252.2258999999772,2135.154800000079,47231,2023-09-26 12:25:00+00:00,2025-09-24 23:15:00+00:00
NFLX,NFLX,stocks,5m,15,0.5,0.01,494,0.771255060728745,1.6348062848520446,91.37421851000109,-822.1581999999826,9137.421851000117,56997,2023-08-10 08:00:00+00:00,2025-08-08 23:40:00+00:00
QQQ,QQQ,stocks,5m,15,0.5,0.01,326,0.7883435582822086,1.6077167074861696,26.992276000000565,-292.41369999999733,2699.22760000006,47305,2024-08-09 08:00:00+00:00,2025-08-08 23:55:00+00:00
GOOGL,GOOGL,stocks,5m,15,0.5,0.01,253,0.758893280632411,1.5256521750625869,35.189756999999716,-460.0560000000005,3518.9756999999745,44735,2024-08-09 08:00:00+00:00,2025-08-08 23:55:00+00:00
DIA,DIA,stocks,5m,15,0.5,0.01,661,0.7291981845688351,1.322779306160865,23.012911500002463,-642.823749999973,2301.2911500002374,62874,2023-08-10 08:00:00+00:00,2025-08-08 23:50:00+00:00
AAPL,AAPL,stocks,5m,15,0.5,0.01,261,0.735632183908046,1.3519439471146888,24.229148499999813,-660.5310500000087,2422.914849999979,45993,2024-08-09 08:00:00+00:00,2025-08-08 23:55:00+00:00
MSFT,MSFT,stocks,5m,15,0.5,0.01,262,0.7404580152671756,1.3048330658157536,19.311091500000714,-514.0579999999941,1931.1091500000766,40932,2024-08-09 08:00:00+00:00,2025-08-08 23:55:00+00:00
AMZN,AMZN,stocks,5m,15,0.5,0.01,266,0.7255639097744361,1.3089258671605213,23.166531499999675,-838.9146500000077,2316.6531499999833,45895,2024-08-09 08:00:00+00:00,2025-08-08 23:55:00+00:00
META,META,stocks,5m,15,0.5,0.01,255,0.7254901960784313,1.3081216458334721,21.518929500000596,-463.10194999999135,2151.8929500000563,40360,2024-08-09 08:00:00+00:00,2025-08-08 23:55:00+00:00
SPY,SPY,stocks,5m,15,0.5,0.01,344,0.8284883720930233,2.043286072063908,26.818163000000734,-240.87819999999374,2681.816300000042,46889,2024-08-09 08:00:00+00:00,2025-08-08 23:55:00+00:00
COST,COST,stocks,5m,15,0.5,0.02,496,0.7116935483870968,1.1827919300574317,26.61373400000079,-1500.4532999999747,2661.373400000087,47231,2023-09-26 12:25:00+00:00,2025-09-24 23:15:00+00:00
NFLX,NFLX,stocks,5m,15,0.5,0.02,494,0.771255060728745,1.5527400182644604,124.16975630000142,-1296.8543999999765,12416.975630000154,56997,2023-08-10 08:00:00+00:00,2025-08-08 23:40:00+00:00
QQQ,QQQ,stocks,5m,15,0.5,0.02,326,0.7883435582822086,1.5816243350741683,26.82286950000056,-382.73319999999217,2682.286950000061,47305,2024-08-09 08:00:00+00:00,2025-08-08 23:55:00+00:00
GOOGL,GOOGL,stocks,5m,15,0.5,0.02,253,0.758893280632411,1.4792108142229812,43.60060249999953,-714.4506000000001,4360.060249999965,44735,2024-08-09 08:00:00+00:00,2025-08-08 23:55:00+00:00
DIA,DIA,stocks,5m,15,0.5,0.02,661,0.7291981845688351,1.3376478737788906,24.125782000002474,-642.823749999973,2412.578200000239,62874,2023-08-10 08:00:00+00:00,2025-08-08 23:50:00+00:00
AAPL,AAPL,stocks,5m,15,0.5,0.02,261,0.735632183908046,1.3792412625320054,32.37362849999968,-730.4732500000064,3237.362849999976,45993,2024-08-09 08:00:00+00:00,2025-08-08 23:55:00+00:00
MSFT,MSFT,stocks,5m,15,0.5,0.02,262,0.7404580152671756,1.3120558329148615,23.06065550000083,-600.9481999999937,2306.065550000084,40932,2024-08-09 08:00:00+00:00,2025-08-08 23:55:00+00:00
AMZN,AMZN,stocks,5m,15,0.5,0.02,266,0.7255639097744361,1.2047621384485323,20.299219499999655,-1443.0537500000196,2029.921949999978,45895,2024-08-09 08:00:00+00:00,2025-08-08 23:55:00+00:00
META,META,stocks,5m,15,0.5,0.02,255,0.7254901960784313,1.2766612529268384,26.836852000000512,-805.1576999999859,2683.685200000068,40360,2024-08-09 08:00:00+00:00,2025-08-08 23:55:00+00:00
SPY,SPY,stocks,5m,15,0.5,0.02,344,0.8284883720930233,1.9736042252312824,26.299194000000682,-239.02799999999388,2629.9194000000425,46889,2024-08-09 08:00:00+00:00,2025-08-08 23:55:00+00:00
COST,COST,stocks,15m,15,2.0,0.01,195,0.38974358974358975,1.2088316203613212,22.480508000000683,-1131.6691999999834,2248.0508000000664,18677,2023-09-26 12:30:00+00:00,2025-09-24 23:15:00+00:00
NFLX,NFLX,stocks,15m,15,2.0,0.01,186,0.43010752688172044,1.4878290867485033,62.996395000000796,-1084.4237999999827,6299.639500000083,23440,2023-08-10 08:00:00+00:00,2025-08-08 23:45:00+00:00
QQQ,QQQ,stocks,15m,15,2.0,0.01,228,0.44298245614035087,1.530568653921634,46.05878900000127,-791.8689999999815,4605.878900000124,16116,2024-08-09 08:00:00+00:00,2025-08-09 00:00:00+00:00
GOOGL,GOOGL,stocks,15m,15,2.0,0.01,88,0.5113636363636364,2.040181725739073,51.41833899999985,-426.6818000000003,5141.833899999991,15981,2024-08-09 08:00:00+00:00,2025-08-09 00:00:00+00:00
DIA,DIA,stocks,15m,15,2.0,0.01,424,0.41745283018867924,1.4458932747393367,52.15746600000366,-801.5924999999331,5215.746600000377,25939,2023-08-10 08:00:00+00:00,2025-08-09 00:00:00+00:00
AAPL,AAPL,stocks,15m,15,2.0,0.01,110,0.37272727272727274,1.1875132329931544,12.796512999999832,-880.9964000000027,1279.6512999999813,16073,2024-08-09 08:00:00+00:00,2025-08-09 00:00:00+00:00
MSFT,MSFT,stocks,15m,15,2.0,0.01,110,0.41818181818181815,1.4272495814293704,25.003917000000804,-561.5331999999773,2500.3917000000783,15612,2024-08-09 08:00:00+00:00,2025-08-09 00:00:00+00:00
AMZN,AMZN,stocks,15m,15,2.0,0.01,148,0.44594594594594594,1.5709279739049526,57.4480989999998,-669.9502999999959,5744.809899999984,16062,2024-08-09 08:00:00+00:00,2025-08-09 00:00:00+00:00
