symbol,net_pnl,avg_return,win_rate,trades
GOOGL,1050.0,1.75,1.0,6
TSLA,450.0,0.75,0.6666666666666666,6
AMZN,150.0,0.25,0.3333333333333333,6
QQQ,-450.0,-0.375,0.3333333333333333,12
SPY,-450.0,-0.375,0.3333333333333333,12
MSFT,-750.0,-0.625,0.16666666666666666,12
EURUSD=X,-750.0,-0.625,0.3333333333333333,12
GC=F,-1800.0,-1.5,0.0,12
GLD,-1800.0,-1.5,0.0,12
