group,net_pnl,avg_return,win_rate,trades
MNQ=F,-750.0,-0.625,0.3333333333333333,12
NQ=F,-750.0,-0.625,0.3333333333333333,12
Others (aggregate),-13650.0,-0.2692307692307692,0.35256410256410253,270
