datetime,symbol,open,high,low,close,volume,vwap,transactions
2023-09-27 12:45:00,ADBE,507.78,507.78,507.78,507.78,350.0,507.5922,17
2023-09-27 13:25:00,ADBE,507.66,507.66,506.31,506.31,2025.0,506.7503,51
2023-09-27 13:30:00,ADBE,507.51,508.75,506.0,508.75,65739.0,507.3843,1291
2023-09-27 13:35:00,ADBE,508.71,509.25,506.53,507.03,35145.0,507.6899,1036
2023-09-27 13:40:00,ADBE,507.15,507.29,506.32,507.24,16712.0,506.8906,558
2023-09-27 13:45:00,ADBE,507.28,508.0945,506.42,506.42,14448.0,507.3573,595
2023-09-27 13:50:00,ADBE,506.57,508.11,506.52,508.02,19841.0,507.218,695
2023-09-27 13:55:00,ADBE,508.44,508.44,507.205,507.3,15415.0,507.6103,529
2023-09-27 14:00:00,ADBE,507.49,507.75,506.48,506.87,31858.0,507.2768,940
2023-09-27 14:05:00,ADBE,506.96,506.96,506.43,506.51,17447.0,506.6893,658
2023-09-27 14:10:00,ADBE,506.36,506.4699,505.72,505.86,22802.0,506.0174,777
2023-09-27 14:15:00,ADBE,505.965,506.63,505.88,506.485,17723.0,506.2277,508
2023-09-27 14:20:00,ADBE,506.63,508.22,506.63,507.68,27046.0,507.448,927
2023-09-27 14:25:00,ADBE,507.47,507.78,506.95,507.365,21619.0,507.3691,746
2023-09-27 14:30:00,ADBE,507.345,508.11,507.03,508.025,24809.0,507.6043,820
2023-09-27 14:35:00,ADBE,508.015,508.015,506.8,506.9,18204.0,507.408,647
2023-09-27 14:40:00,ADBE,506.72,506.755,505.82,505.975,11952.0,506.394,474
2023-09-27 14:45:00,ADBE,505.975,506.63,505.43,505.79,39358.0,506.0142,1050
2023-09-27 14:50:00,ADBE,506.0299,506.0299,503.83,504.285,28387.0,504.6156,851
2023-09-27 14:55:00,ADBE,504.3,504.6407,503.55,504.065,34783.0,504.1171,833
2023-09-27 15:00:00,ADBE,504.065,505.22,504.055,504.79,31171.0,504.5978,700
2023-09-27 15:05:00,ADBE,504.71,505.97,504.71,505.885,21677.0,505.3777,628
2023-09-27 15:10:00,ADBE,505.895,506.35,505.24,506.35,22853.0,505.6163,549
2023-09-27 15:15:00,ADBE,506.3,506.3,505.16,505.37,26263.0,505.6904,827
2023-09-27 15:20:00,ADBE,505.23,506.07,505.22,505.59,21794.0,505.6633,698
2023-09-27 15:25:00,ADBE,505.43,505.88,505.0,505.735,16523.0,505.4162,598
2023-09-27 15:30:00,ADBE,505.72,505.79,504.97,505.27,22200.0,505.3012,699
2023-09-27 15:35:00,ADBE,505.19,505.19,504.05,504.43,17352.0,504.5757,509
2023-09-27 15:40:00,ADBE,504.35,504.5,503.65,503.6849,13825.0,504.1903,508
2023-09-27 15:45:00,ADBE,503.5,503.87,502.955,503.52,25106.0,503.3919,718
2023-09-27 15:50:00,ADBE,503.62,503.62,503.04,503.04,24052.0,503.3472,618
2023-09-27 15:55:00,ADBE,503.2,503.795,502.9701,502.9701,18062.0,503.4557,580
2023-09-27 16:00:00,ADBE,503.25,503.25,502.2,502.2,16628.0,502.6175,779
2023-09-27 16:05:00,ADBE,502.1,502.38,501.83,501.91,31538.0,502.1428,1063
2023-09-27 16:10:00,ADBE,501.99,502.785,501.84,502.205,23734.0,502.2035,760
2023-09-27 16:15:00,ADBE,502.09,502.3099,501.62,501.915,17041.0,501.8971,567
2023-09-27 16:20:00,ADBE,501.905,502.59,501.78,502.4,24195.0,502.2804,664
2023-09-27 16:25:00,ADBE,502.5,503.195,502.395,503.16,12187.0,502.9399,479
2023-09-27 16:30:00,ADBE,503.13,503.63,503.12,503.62,17467.0,503.334,702
2023-09-27 16:35:00,ADBE,503.86,504.1,503.2,503.68,14792.0,503.6956,476
2023-09-27 16:40:00,ADBE,503.514,503.945,503.514,503.595,14793.0,503.77,486
2023-09-27 16:45:00,ADBE,503.84,503.9,503.57,503.78,18396.0,503.7626,546
2023-09-27 16:50:00,ADBE,503.78,504.1,503.4801,503.8117,21351.0,503.857,520
