datetime,symbol,open,high,low,close,volume,vwap,transactions
2024-08-09 08:00:00,META,509.14,509.99,508.97,509.99,3039.0,509.5849,120
2024-08-09 08:05:00,META,510.63,510.63,510.42,510.42,705.0,510.335,46
2024-08-09 08:10:00,META,509.91,510.51,509.74,510.51,1936.0,510.0007,73
2024-08-09 08:15:00,META,510.2,510.2,510.2,510.2,247.0,510.2117,7
2024-08-09 08:20:00,META,510.11,510.3,510.11,510.3,1263.0,510.2013,40
2024-08-09 08:25:00,META,510.2,510.31,509.87,510.31,3825.0,510.1204,100
2024-08-09 08:30:00,META,510.64,510.96,510.57,510.96,1539.0,510.7953,54
2024-08-09 08:35:00,META,511.28,511.77,511.28,511.77,2653.0,511.438,135
2024-08-09 08:40:00,META,511.68,511.99,511.68,511.99,1637.0,511.8543,66
2024-08-09 08:45:00,META,511.91,511.91,511.9,511.9,590.0,511.9116,23
2024-08-09 08:50:00,META,511.71,511.91,511.71,511.91,352.0,511.8015,20
2024-08-09 08:55:00,META,511.68,511.94,511.68,511.94,1253.0,511.7898,37
2024-08-09 09:00:00,META,512.0,512.0,512.0,512.0,407.0,511.9802,25
2024-08-09 09:05:00,META,512.25,512.25,512.0,512.0,2241.0,512.0633,67
2024-08-09 09:10:00,META,512.15,512.15,512.0,512.0,901.0,512.0392,27
2024-08-09 09:15:00,META,512.03,512.03,512.03,512.03,553.0,512.0203,16
2024-08-09 09:20:00,META,512.0,512.38,512.0,512.38,1257.0,512.1284,33
2024-08-09 09:30:00,META,512.14,512.14,512.11,512.11,2247.0,512.1152,35
2024-08-09 09:35:00,META,512.11,512.11,511.99,511.99,8264.0,512.0113,40
2024-08-09 09:40:00,META,511.72,511.74,511.63,511.74,1011.0,511.6886,42
2024-08-09 09:50:00,META,511.5,511.73,511.5,511.73,1430.0,511.6686,28
2024-08-09 09:55:00,META,511.9,512.0,511.9,512.0,1224.0,511.9577,20
2024-08-09 10:00:00,META,512.03,512.03,511.52,511.52,2683.0,511.851,90
2024-08-09 10:05:00,META,511.5,511.5,511.5,511.5,180.0,511.4951,6
2024-08-09 10:10:00,META,510.76,510.76,510.33,510.33,513.0,510.5889,21
2024-08-09 10:15:00,META,510.33,510.33,509.82,509.82,1215.0,510.0644,34
2024-08-09 10:20:00,META,509.77,509.94,509.77,509.94,523.0,509.8895,19
2024-08-09 10:25:00,META,510.05,510.77,510.05,510.77,1972.0,510.4598,67
2024-08-09 10:45:00,META,510.22,510.22,510.22,510.22,409.0,510.2088,21
2024-08-09 11:00:00,META,510.22,510.45,510.22,510.45,3438.0,510.232,130
2024-08-09 11:05:00,META,511.0,511.0,510.39,510.39,2907.0,510.7705,101
2024-08-09 11:10:00,META,510.45,510.87,510.45,510.87,1123.0,510.8208,43
2024-08-09 11:15:00,META,510.64,510.65,510.22,510.28,2208.0,510.4644,76
2024-08-09 11:20:00,META,510.28,510.6,506.84,506.84,16042.0,508.8737,361
2024-08-09 11:25:00,META,506.8,506.8,503.87,505.77,10169.0,505.0022,435
2024-08-09 11:30:00,META,505.73,505.73,504.12,505.24,6550.0,504.8,203
2024-08-09 11:35:00,META,505.68,505.89,501.69,502.88,57376.0,503.6316,623
2024-08-09 11:40:00,META,502.86,504.13,502.49,503.99,29464.0,503.0766,215
2024-08-09 11:45:00,META,504.24,505.8,504.0,504.0,6217.0,504.8025,117
