Datetime,Open,High,Low,Close,Volume,Symbol
2025-10-08 04:00:00-04:00,308.55,308.55,307.62,308.08,0,JPM
2025-10-08 04:05:00-04:00,308.08,308.08,308.08,308.08,0,JPM
2025-10-08 04:10:00-04:00,308.1,308.1,308.0,308.0,0,JPM
2025-10-08 04:15:00-04:00,308.28,308.3,308.12,308.12,0,JPM
2025-10-08 04:20:00-04:00,308.07,308.07,308.07,308.07,0,JPM
2025-10-08 04:25:00-04:00,308.1,308.3,308.1,308.3,0,JPM
2025-10-08 04:30:00-04:00,308.1,308.1,308.1,308.1,0,JPM
2025-10-08 04:35:00-04:00,308.28,308.3,308.28,308.3,0,JPM
2025-10-08 04:40:00-04:00,308.22,308.39,308.22,308.32,0,JPM
2025-10-08 04:45:00-04:00,308.33,308.35,308.33,308.35,0,JPM
2025-10-08 04:50:00-04:00,308.31,308.31,308.21,308.29,0,JPM
2025-10-08 04:55:00-04:00,308.38,308.38,308.12,308.25,0,JPM
2025-10-08 05:05:00-04:00,308.32,308.37,308.25,308.25,0,JPM
2025-10-08 05:10:00-04:00,308.22,308.22,308.07,308.11,0,JPM
2025-10-08 05:15:00-04:00,308.11,308.11,308.07,308.07,0,JPM
2025-10-08 05:20:00-04:00,308.09,308.09,308.09,308.09,0,JPM
2025-10-08 05:25:00-04:00,308.1,308.1,308.1,308.1,0,JPM
2025-10-08 05:30:00-04:00,308.17,308.19,308.1,308.17,0,JPM
2025-10-08 05:35:00-04:00,308.25,308.25,308.25,308.25,0,JPM
2025-10-08 05:40:00-04:00,308.11,308.22,308.11,308.22,0,JPM
2025-10-08 05:45:00-04:00,308.22,308.22,308.22,308.22,0,JPM
2025-10-08 05:50:00-04:00,308.22,308.22,308.22,308.22,0,JPM
2025-10-08 06:05:00-04:00,308.37,308.38,308.37,308.38,0,JPM
2025-10-08 06:10:00-04:00,308.17,308.18,308.05,308.05,0,JPM
2025-10-08 06:15:00-04:00,308.17,308.28,308.17,308.18,0,JPM
2025-10-08 06:20:00-04:00,308.2,308.38,308.2,308.38,0,JPM
2025-10-08 06:30:00-04:00,308.38,308.38,308.38,308.38,0,JPM
2025-10-08 06:35:00-04:00,308.18,308.18,308.18,308.18,0,JPM
2025-10-08 06:40:00-04:00,308.36,308.36,308.36,308.36,0,JPM
2025-10-08 06:45:00-04:00,308.38,308.45,308.27,308.36,0,JPM
2025-10-08 06:50:00-04:00,308.11,308.38,308.11,308.38,0,JPM
2025-10-08 06:55:00-04:00,308.36,308.38,308.36,308.38,0,JPM
2025-10-08 07:00:00-04:00,308.19,308.39,308.1,308.1,0,JPM
2025-10-08 07:05:00-04:00,308.37,308.4,308.19,308.19,0,JPM
2025-10-08 07:10:00-04:00,308.23,308.35,308.19,308.35,0,JPM
2025-10-08 07:15:00-04:00,308.35,308.35,308.23,308.23,0,JPM
2025-10-08 07:20:00-04:00,308.32,308.32,308.23,308.23,0,JPM
2025-10-08 07:25:00-04:00,308.33,308.33,308.23,308.23,0,JPM
2025-10-08 07:30:00-04:00,308.25,308.36,308.23,308.36,0,JPM
2025-10-08 07:35:00-04:00,308.36,308.36,308.36,308.36,0,JPM
2025-10-08 07:40:00-04:00,308.38,308.43,308.27,308.38,0,JPM
2025-10-08 07:45:00-04:00,308.28,308.45,308.28,308.44,0,JPM
2025-10-08 07:50:00-04:00,308.46,308.46,308.46,308.46,0,JPM
2025-10-08 07:55:00-04:00,308.3,308.43,308.3,308.43,0,JPM
2025-10-08 08:00:00-04:00,309.8988,309.8988,306.9012,308.33,0,JPM
2025-10-08 08:05:00-04:00,308.44,308.46,308.25,308.46,0,JPM
2025-10-08 08:10:00-04:00,308.25,308.45,308.25,308.45,0,JPM
2025-10-08 08:15:00-04:00,308.27,308.72,308.23,308.432,0,JPM
2025-10-08 08:20:00-04:00,308.69,308.69,308.54,308.54,0,JPM
2025-10-08 08:25:00-04:00,308.6,308.72,308.45,308.64,0,JPM
2025-10-08 08:30:00-04:00,308.71,308.71,308.23,308.23,0,JPM
2025-10-08 08:35:00-04:00,308.654,308.72,308.55,308.55,0,JPM
2025-10-08 08:40:00-04:00,308.55,309.2,308.43,308.75,0,JPM
2025-10-08 08:45:00-04:00,308.6001,308.9,308.6001,308.71,0,JPM
2025-10-08 08:50:00-04:00,309.0,309.0,308.5012,308.5012,0,JPM
2025-10-08 08:55:00-04:00,308.9,308.95,308.5,308.63,0,JPM
2025-10-08 09:00:00-04:00,308.78,308.95,308.59,308.88,0,JPM
2025-10-08 09:05:00-04:00,308.88,308.95,308.5,308.85,0,JPM
2025-10-08 09:10:00-04:00,308.85,308.95,308.51,308.68,0,JPM
2025-10-08 09:30:00-04:00,308.2099914550781,308.783203125,305.6000061035156,306.010009765625,276551,JPM
2025-10-08 09:35:00-04:00,306.010009765625,306.30999755859375,304.31549072265625,305.58099365234375,176384,JPM
2025-10-08 09:40:00-04:00,305.5,306.1499938964844,304.82000732421875,305.4750061035156,102067,JPM
2025-10-08 09:45:00-04:00,305.4599914550781,305.6199951171875,304.5899963378906,304.9849853515625,112661,JPM
2025-10-08 09:50:00-04:00,305.0,305.05999755859375,304.1400146484375,304.2300109863281,117296,JPM
2025-10-08 09:55:00-04:00,304.22430419921875,304.4549865722656,303.54998779296875,304.2300109863281,121407,JPM
2025-10-08 10:00:00-04:00,304.1449890136719,305.04998779296875,304.1449890136719,304.5899963378906,125551,JPM
2025-10-08 10:05:00-04:00,304.739990234375,305.67999267578125,304.6099853515625,305.4599914550781,86247,JPM
2025-10-08 10:10:00-04:00,305.55999755859375,306.114990234375,305.20001220703125,305.8800048828125,88528,JPM
2025-10-08 10:15:00-04:00,305.9200134277344,306.6300048828125,305.8500061035156,306.3699951171875,86808,JPM
2025-10-08 10:20:00-04:00,306.42999267578125,306.8399963378906,305.8500061035156,306.7699890136719,38618,JPM
2025-10-08 10:25:00-04:00,306.7300109863281,307.25,306.67999267578125,307.1449890136719,59810,JPM
2025-10-08 10:30:00-04:00,307.1199951171875,307.3299865722656,306.94000244140625,307.17999267578125,64291,JPM
2025-10-08 10:35:00-04:00,307.1400146484375,307.3800048828125,306.875,307.32501220703125,62782,JPM
2025-10-08 10:40:00-04:00,307.32000732421875,307.5400085449219,307.05999755859375,307.2099914550781,47236,JPM
2025-10-08 10:45:00-04:00,307.1650085449219,307.510009765625,306.95001220703125,307.3399963378906,39078,JPM
2025-10-08 10:50:00-04:00,307.239990234375,307.30999755859375,306.9601135253906,307.17498779296875,34717,JPM
2025-10-08 10:55:00-04:00,307.2049865722656,307.4599914550781,307.0199890136719,307.2774963378906,55468,JPM
2025-10-08 11:00:00-04:00,307.2650146484375,307.3900146484375,307.010009765625,307.1300048828125,65459,JPM
2025-10-08 11:05:00-04:00,307.04998779296875,307.0647888183594,306.7500915527344,307.0299987792969,36658,JPM
2025-10-08 11:10:00-04:00,307.0299987792969,307.2799987792969,306.9700012207031,307.07000732421875,29436,JPM
2025-10-08 11:15:00-04:00,307.0299987792969,307.0799865722656,306.8299865722656,306.87701416015625,34706,JPM
2025-10-08 11:20:00-04:00,306.8699951171875,307.1700134277344,306.80999755859375,307.0899963378906,38726,JPM
2025-10-08 11:25:00-04:00,307.090087890625,307.3500061035156,307.04998779296875,307.2799987792969,43831,JPM
2025-10-08 11:30:00-04:00,307.2699890136719,307.3299865722656,306.82000732421875,307.30499267578125,37048,JPM
2025-10-08 11:35:00-04:00,307.3299865722656,307.556396484375,307.2950134277344,307.5,27687,JPM
2025-10-08 11:40:00-04:00,307.5899963378906,307.8599853515625,307.5788879394531,307.78009033203125,38786,JPM
2025-10-08 11:45:00-04:00,307.7799987792969,307.8599853515625,307.6600036621094,307.80499267578125,34916,JPM
2025-10-08 11:50:00-04:00,307.7799987792969,308.0,307.7699890136719,307.7699890136719,66580,JPM
2025-10-08 11:55:00-04:00,307.67999267578125,308.010009765625,307.6300048828125,307.92999267578125,33890,JPM
2025-10-08 12:00:00-04:00,307.95001220703125,308.0181884765625,307.6600036621094,307.79998779296875,31549,JPM
2025-10-08 12:05:00-04:00,307.82501220703125,307.9700012207031,307.6600036621094,307.75,29644,JPM
2025-10-08 12:10:00-04:00,307.75,307.8699951171875,307.6200866699219,307.739990234375,34511,JPM
2025-10-08 12:15:00-04:00,307.739990234375,307.9200134277344,307.68499755859375,307.7550048828125,20189,JPM
2025-10-08 12:20:00-04:00,307.75030517578125,307.86859130859375,307.7099914550781,307.75,18985,JPM
2025-10-08 12:25:00-04:00,307.739990234375,307.7699890136719,307.4200134277344,307.5799865722656,31749,JPM
2025-10-08 12:30:00-04:00,307.5799865722656,307.79998779296875,307.57000732421875,307.7049865722656,27175,JPM
2025-10-08 12:35:00-04:00,307.7051086425781,307.80999755859375,307.6120910644531,307.6650085449219,18959,JPM
2025-10-08 12:40:00-04:00,307.6400146484375,307.7900085449219,307.6099853515625,307.6824951171875,22658,JPM
2025-10-08 12:45:00-04:00,307.6700134277344,307.6700134277344,307.2900085449219,307.3299865722656,29124,JPM
2025-10-08 12:50:00-04:00,307.3299865722656,307.3599853515625,307.19500732421875,307.29998779296875,25653,JPM
2025-10-08 12:55:00-04:00,307.2749938964844,307.55120849609375,307.2699890136719,307.5400085449219,33181,JPM
2025-10-08 13:00:00-04:00,307.55999755859375,307.6299133300781,307.4100036621094,307.4100036621094,22989,JPM
2025-10-08 13:05:00-04:00,307.2950134277344,307.44000244140625,307.2349853515625,307.44000244140625,19478,JPM
2025-10-08 13:10:00-04:00,307.44000244140625,307.5,307.2699890136719,307.5,15798,JPM
2025-10-08 13:15:00-04:00,307.5,307.5978088378906,307.3399963378906,307.3399963378906,21791,JPM
2025-10-08 13:20:00-04:00,307.340087890625,307.5389099121094,307.3299865722656,307.4670104980469,18063,JPM
2025-10-08 13:25:00-04:00,307.4700012207031,307.5299987792969,307.239990234375,307.239990234375,20149,JPM
2025-10-08 13:30:00-04:00,307.3299865722656,307.3450012207031,306.989990234375,307.06500244140625,39866,JPM
2025-10-08 13:35:00-04:00,307.0799865722656,307.1199951171875,306.6300048828125,306.7900085449219,51141,JPM
2025-10-08 13:40:00-04:00,306.70001220703125,306.73040771484375,306.3299865722656,306.42999267578125,37285,JPM
2025-10-08 13:45:00-04:00,306.4150085449219,306.4649963378906,306.1650085449219,306.3599853515625,34733,JPM
2025-10-08 13:50:00-04:00,306.44000244140625,306.510009765625,306.239990234375,306.25,36094,JPM
2025-10-08 13:55:00-04:00,306.32000732421875,306.32000732421875,305.9150085449219,306.1050109863281,34091,JPM
2025-10-08 14:00:00-04:00,306.0609130859375,306.19000244140625,305.831298828125,306.1199951171875,29245,JPM
2025-10-08 14:05:00-04:00,306.1400146484375,306.26251220703125,305.9800109863281,306.0899963378906,43476,JPM
2025-10-08 14:10:00-04:00,306.0,306.1084899902344,305.8900146484375,305.9599914550781,31070,JPM
2025-10-08 14:15:00-04:00,305.8999938964844,306.25,305.8059997558594,306.1700134277344,36986,JPM
2025-10-08 14:20:00-04:00,306.2784118652344,306.2784118652344,306.0061950683594,306.0299987792969,28100,JPM
2025-10-08 14:25:00-04:00,306.07000732421875,306.19000244140625,305.9700012207031,306.06439208984375,24036,JPM
2025-10-08 14:30:00-04:00,306.0350036621094,306.0350036621094,305.7799987792969,305.8349914550781,35976,JPM
2025-10-08 14:35:00-04:00,305.8399963378906,305.8999938964844,305.610107421875,305.7200012207031,35043,JPM
2025-10-08 14:40:00-04:00,305.6499938964844,305.69000244140625,305.29998779296875,305.29998779296875,46235,JPM
2025-10-08 14:45:00-04:00,305.25,305.2799987792969,305.05999755859375,305.1600036621094,39507,JPM
2025-10-08 14:50:00-04:00,305.1700134277344,305.3299865722656,305.110107421875,305.2200012207031,32236,JPM
2025-10-08 14:55:00-04:00,305.2149963378906,305.3999938964844,305.2149963378906,305.29998779296875,28579,JPM
2025-10-08 15:00:00-04:00,305.32501220703125,305.42999267578125,305.2049865722656,305.4186096191406,34235,JPM
2025-10-08 15:05:00-04:00,305.32000732421875,305.43548583984375,304.885009765625,304.973388671875,43433,JPM
2025-10-08 15:10:00-04:00,305.0,305.1700134277344,304.9700012207031,305.05999755859375,51341,JPM
2025-10-08 15:15:00-04:00,305.05999755859375,305.2099914550781,304.8500061035156,304.8999938964844,54590,JPM
2025-10-08 15:20:00-04:00,304.9100036621094,304.9700012207031,304.54998779296875,304.6400146484375,71063,JPM
2025-10-08 15:25:00-04:00,304.67999267578125,304.69000244140625,304.4200134277344,304.57501220703125,56988,JPM
2025-10-08 15:30:00-04:00,304.55999755859375,304.6199951171875,304.1300964355469,304.25,86852,JPM
2025-10-08 15:35:00-04:00,304.20001220703125,304.2799987792969,304.02130126953125,304.1700134277344,108230,JPM
2025-10-08 15:40:00-04:00,304.1600036621094,304.30999755859375,304.010009765625,304.2099914550781,75104,JPM
2025-10-08 15:45:00-04:00,304.239990234375,304.7300109863281,304.239990234375,304.6099853515625,64801,JPM
2025-10-08 15:50:00-04:00,304.6400146484375,304.75,304.3349914550781,304.3699951171875,119668,JPM
2025-10-08 15:55:00-04:00,304.4100036621094,304.42999267578125,304.0,304.04998779296875,415402,JPM
2025-10-08 16:00:00-04:00,304.04,305.58,303.9612,304.45,1300124,JPM
2025-10-08 16:05:00-04:00,304.32,304.79,304.03,304.6899,0,JPM
2025-10-08 16:10:00-04:00,304.28,304.58,304.03,304.45,0,JPM
2025-10-08 16:15:00-04:00,304.03,305.2166,304.03,304.65,0,JPM
2025-10-08 16:20:00-04:00,304.45,304.65,304.31,304.5,0,JPM
2025-10-08 16:25:00-04:00,304.64,304.64,304.4094,304.58,0,JPM
2025-10-08 16:30:00-04:00,304.5812,304.6,304.03,304.6,0,JPM
2025-10-08 16:35:00-04:00,304.6,304.6,304.31,304.6,0,JPM
2025-10-08 16:40:00-04:00,304.59,304.6,304.5,304.58,0,JPM
2025-10-08 16:45:00-04:00,304.6,304.6,304.5,304.58,0,JPM
2025-10-08 16:50:00-04:00,304.52,320.6278,304.52,304.52,0,JPM
2025-10-08 16:55:00-04:00,304.522,304.6,304.52,304.54,0,JPM
2025-10-08 17:00:00-04:00,304.54,320.6278,304.54,304.67,0,JPM
2025-10-08 17:05:00-04:00,304.63,304.7345,304.5255,304.72,0,JPM
2025-10-08 17:10:00-04:00,304.72,304.74,304.6,304.67,0,JPM
2025-10-08 17:15:00-04:00,304.72,304.74,304.6015,304.67,0,JPM
2025-10-08 17:20:00-04:00,304.61,304.74,304.57,304.6,0,JPM
2025-10-08 17:25:00-04:00,304.6,304.74,304.6,304.69,0,JPM
2025-10-08 17:30:00-04:00,304.69,304.7365,304.6012,304.72,0,JPM
2025-10-08 17:35:00-04:00,304.62,304.74,304.53,304.69,0,JPM
2025-10-08 17:40:00-04:00,304.53,304.74,304.53,304.53,0,JPM
2025-10-08 17:45:00-04:00,304.53,304.74,304.53,304.74,0,JPM
2025-10-08 17:50:00-04:00,304.64,313.76,304.6399,304.64,0,JPM
2025-10-08 17:55:00-04:00,304.53,304.74,304.53,304.71,0,JPM
