date,symbol,opening_range,risk_pct,tp_multiplier,direction,triggered,outcome,pnl,return_pct,orb_high,orb_low,orb_range
2025-09-30,MNQ=F,15m,0.01,2.0,long,True,SL,-100.0,-1.0,24830.75,24741.25,89.5
2025-09-30,MNQ=F,15m,0.01,2.0,short,True,SL,-100.0,-1.0,24830.75,24741.25,89.5
2025-09-30,MNQ=F,15m,0.01,1.0,long,True,SL,-100.0,-1.0,24830.75,24741.25,89.5
2025-09-30,MNQ=F,15m,0.01,1.0,short,True,SL,-100.0,-1.0,24830.75,24741.25,89.5
2025-09-30,MNQ=F,15m,0.01,0.5,long,True,SL,-100.0,-1.0,24830.75,24741.25,89.5
2025-09-30,MNQ=F,15m,0.01,0.5,short,True,SL,-100.0,-1.0,24830.75,24741.25,89.5
2025-09-30,MNQ=F,15m,0.02,2.0,long,True,SL,-200.0,-2.0,24830.75,24741.25,89.5
2025-09-30,MNQ=F,15m,0.02,2.0,short,True,SL,-200.0,-2.0,24830.75,24741.25,89.5
2025-09-30,MNQ=F,15m,0.02,1.0,long,True,SL,-200.0,-2.0,24830.75,24741.25,89.5
2025-09-30,MNQ=F,15m,0.02,1.0,short,True,SL,-200.0,-2.0,24830.75,24741.25,89.5
2025-09-30,MNQ=F,15m,0.02,0.5,long,True,SL,-200.0,-2.0,24830.75,24741.25,89.5
2025-09-30,MNQ=F,15m,0.02,0.5,short,True,SL,-200.0,-2.0,24830.75,24741.25,89.5
2025-09-30,NQ=F,15m,0.01,2.0,long,True,SL,-100.0,-1.0,24831.0,24741.5,89.5
2025-09-30,NQ=F,15m,0.01,2.0,short,True,SL,-100.0,-1.0,24831.0,24741.5,89.5
2025-09-30,NQ=F,15m,0.01,1.0,long,True,SL,-100.0,-1.0,24831.0,24741.5,89.5
2025-09-30,NQ=F,15m,0.01,1.0,short,True,SL,-100.0,-1.0,24831.0,24741.5,89.5
2025-09-30,NQ=F,15m,0.01,0.5,long,True,SL,-100.0,-1.0,24831.0,24741.5,89.5
2025-09-30,NQ=F,15m,0.01,0.5,short,True,SL,-100.0,-1.0,24831.0,24741.5,89.5
2025-09-30,NQ=F,15m,0.02,2.0,long,True,SL,-200.0,-2.0,24831.0,24741.5,89.5
2025-09-30,NQ=F,15m,0.02,2.0,short,True,SL,-200.0,-2.0,24831.0,24741.5,89.5
2025-09-30,NQ=F,15m,0.02,1.0,long,True,SL,-200.0,-2.0,24831.0,24741.5,89.5
2025-09-30,NQ=F,15m,0.02,1.0,short,True,SL,-200.0,-2.0,24831.0,24741.5,89.5
2025-09-30,NQ=F,15m,0.02,0.5,long,True,SL,-200.0,-2.0,24831.0,24741.5,89.5
2025-09-30,NQ=F,15m,0.02,0.5,short,True,SL,-200.0,-2.0,24831.0,24741.5,89.5
2025-09-30,EURUSD=X,15m,0.01,2.0,long,True,TP,200.0,2.0,1.173433542251587,1.1727453470230105,0.0006881952285764381
2025-09-30,EURUSD=X,15m,0.01,2.0,short,False,No Trade,0.0,0.0,1.173433542251587,1.1727453470230105,0.0006881952285764381
2025-09-30,EURUSD=X,15m,0.01,1.0,long,True,TP,100.0,1.0,1.173433542251587,1.1727453470230105,0.0006881952285764381
2025-09-30,EURUSD=X,15m,0.01,1.0,short,False,No Trade,0.0,0.0,1.173433542251587,1.1727453470230105,0.0006881952285764381
2025-09-30,EURUSD=X,15m,0.01,0.5,long,True,TP,50.0,0.5,1.173433542251587,1.1727453470230105,0.0006881952285764381
2025-09-30,EURUSD=X,15m,0.01,0.5,short,False,No Trade,0.0,0.0,1.173433542251587,1.1727453470230105,0.0006881952285764381
2025-09-30,EURUSD=X,15m,0.02,2.0,long,True,TP,400.0,4.0,1.173433542251587,1.1727453470230105,0.0006881952285764381
2025-09-30,EURUSD=X,15m,0.02,2.0,short,False,No Trade,0.0,0.0,1.173433542251587,1.1727453470230105,0.0006881952285764381
2025-09-30,EURUSD=X,15m,0.02,1.0,long,True,TP,200.0,2.0,1.173433542251587,1.1727453470230105,0.0006881952285764381
2025-09-30,EURUSD=X,15m,0.02,1.0,short,False,No Trade,0.0,0.0,1.173433542251587,1.1727453470230105,0.0006881952285764381
2025-09-30,EURUSD=X,15m,0.02,0.5,long,True,TP,100.0,1.0,1.173433542251587,1.1727453470230105,0.0006881952285764381
2025-09-30,EURUSD=X,15m,0.02,0.5,short,False,No Trade,0.0,0.0,1.173433542251587,1.1727453470230105,0.0006881952285764381
2025-09-30,GC=F,15m,0.01,2.0,long,True,TP,200.0,2.0,3853.39990234375,3840.5,12.89990234375
2025-09-30,GC=F,15m,0.01,2.0,short,False,No Trade,0.0,0.0,3853.39990234375,3840.5,12.89990234375
2025-09-30,GC=F,15m,0.01,1.0,long,True,TP,100.0,1.0,3853.39990234375,3840.5,12.89990234375
2025-09-30,GC=F,15m,0.01,1.0,short,False,No Trade,0.0,0.0,3853.39990234375,3840.5,12.89990234375
2025-09-30,GC=F,15m,0.01,0.5,long,True,TP,50.0,0.5,3853.39990234375,3840.5,12.89990234375
2025-09-30,GC=F,15m,0.01,0.5,short,False,No Trade,0.0,0.0,3853.39990234375,3840.5,12.89990234375
2025-09-30,GC=F,15m,0.02,2.0,long,True,TP,400.0,4.0,3853.39990234375,3840.5,12.89990234375
2025-09-30,GC=F,15m,0.02,2.0,short,False,No Trade,0.0,0.0,3853.39990234375,3840.5,12.89990234375
2025-09-30,GC=F,15m,0.02,1.0,long,True,TP,200.0,2.0,3853.39990234375,3840.5,12.89990234375
2025-09-30,GC=F,15m,0.02,1.0,short,False,No Trade,0.0,0.0,3853.39990234375,3840.5,12.89990234375
2025-09-30,GC=F,15m,0.02,0.5,long,True,TP,100.0,1.0,3853.39990234375,3840.5,12.89990234375
2025-09-30,GC=F,15m,0.02,0.5,short,False,No Trade,0.0,0.0,3853.39990234375,3840.5,12.89990234375
2025-09-30,GLD,15m,0.01,2.0,long,True,TP,200.0,2.0,352.0899963378906,350.864990234375,1.225006103515625
2025-09-30,GLD,15m,0.01,2.0,short,False,No Trade,0.0,0.0,352.0899963378906,350.864990234375,1.225006103515625
2025-09-30,GLD,15m,0.01,1.0,long,True,TP,100.0,1.0,352.0899963378906,350.864990234375,1.225006103515625
2025-09-30,GLD,15m,0.01,1.0,short,False,No Trade,0.0,0.0,352.0899963378906,350.864990234375,1.225006103515625
2025-09-30,GLD,15m,0.01,0.5,long,True,TP,50.0,0.5,352.0899963378906,350.864990234375,1.225006103515625
2025-09-30,GLD,15m,0.01,0.5,short,False,No Trade,0.0,0.0,352.0899963378906,350.864990234375,1.225006103515625
