datetime,symbol,open,high,low,close,volume,vwap,transactions
2023-09-27 13:30:00,UNH,506.23,506.23,504.13,504.6412,53582.0,505.7051,1013
2023-09-27 13:35:00,UNH,504.7,504.74,502.6,503.18,40427.0,503.4811,1044
2023-09-27 13:40:00,UNH,503.21,504.7,503.0,504.55,27832.0,503.8832,785
2023-09-27 13:45:00,UNH,504.68,504.8899,503.0,504.05,39896.0,503.7985,1096
2023-09-27 13:50:00,UNH,504.32,504.44,503.0,504.33,60203.0,503.5523,1602
2023-09-27 13:55:00,UNH,504.62,504.62,503.98,504.06,14251.0,504.2537,669
2023-09-27 14:00:00,UNH,504.26,504.337,503.0,503.195,36624.0,503.6389,1150
2023-09-27 14:05:00,UNH,503.19,503.679,503.0,503.2401,31424.0,503.2104,886
2023-09-27 14:10:00,UNH,503.3,504.1999,503.3,503.88,22866.0,503.7802,738
2023-09-27 14:15:00,UNH,503.88,504.06,503.47,503.81,18697.0,503.8389,837
2023-09-27 14:20:00,UNH,503.605,504.37,503.44,503.81,20116.0,503.8311,889
2023-09-27 14:25:00,UNH,503.99,504.46,503.17,503.26,38581.0,504.0779,847
2023-09-27 14:30:00,UNH,503.13,503.49,503.0,503.32,29636.0,503.1847,929
2023-09-27 14:35:00,UNH,503.22,503.36,503.0,503.055,16778.0,503.1048,712
2023-09-27 14:40:00,UNH,503.0,503.25,502.82,503.205,31469.0,503.0218,804
2023-09-27 14:45:00,UNH,503.04,503.14,502.3,503.085,21297.0,502.6994,779
2023-09-27 14:50:00,UNH,503.2,503.29,502.6301,503.27,29172.0,503.0212,886
2023-09-27 14:55:00,UNH,503.37,503.63,503.04,503.33,19146.0,503.3213,646
2023-09-27 15:00:00,UNH,503.37,503.77,503.0,503.065,24068.0,503.4901,723
2023-09-27 15:05:00,UNH,503.06,503.205,502.3,502.71,17131.0,502.6302,598
2023-09-27 15:10:00,UNH,502.6,503.02,502.335,502.87,17522.0,502.6587,531
2023-09-27 15:15:00,UNH,502.92,502.94,502.48,502.6,13962.0,502.6604,463
2023-09-27 15:20:00,UNH,502.5,502.765,501.99,502.33,26482.0,502.3749,762
2023-09-27 15:25:00,UNH,502.29,502.59,502.12,502.43,38914.0,502.2059,598
2023-09-27 15:30:00,UNH,502.46,502.525,501.6,501.6,11136.0,502.1468,512
2023-09-27 15:35:00,UNH,501.685,501.895,501.3801,501.6723,13586.0,501.6178,495
2023-09-27 15:40:00,UNH,501.7268,502.41,501.64,502.41,11281.0,501.9783,459
2023-09-27 15:45:00,UNH,502.25,502.48,502.05,502.41,15389.0,502.2419,587
2023-09-27 15:50:00,UNH,502.45,502.65,502.0,502.58,22331.0,502.4056,787
2023-09-27 15:55:00,UNH,502.49,503.07,502.41,502.85,15142.0,502.7717,571
2023-09-27 16:00:00,UNH,502.87,502.87,502.22,502.365,13793.0,502.4785,451
2023-09-27 16:05:00,UNH,502.28,502.48,502.18,502.3,10942.0,502.3077,433
2023-09-27 16:10:00,UNH,502.3022,502.59,502.28,502.45,16669.0,502.4261,483
2023-09-27 16:15:00,UNH,502.4,502.92,502.21,502.83,20971.0,502.5637,1046
2023-09-27 16:20:00,UNH,502.83,503.0,502.625,502.99,13872.0,502.809,497
2023-09-27 16:25:00,UNH,502.99,503.32,502.99,503.19,19529.0,503.128,601
2023-09-27 16:30:00,UNH,503.2,503.54,502.7022,502.7022,19928.0,503.1115,661
2023-09-27 16:35:00,UNH,502.685,503.01,502.64,502.865,11639.0,502.8059,402
2023-09-27 16:40:00,UNH,502.78,503.55,502.78,503.55,18662.0,503.0162,644
2023-09-27 16:45:00,UNH,503.525,503.66,502.935,502.975,37329.0,503.4581,438
2023-09-27 16:50:00,UNH,503.1,503.41,503.03,503.15,14744.0,503.2078,378
2023-09-27 16:55:00,UNH,503.23,503.23,502.86,502.96,11136.0,503.017,407
2023-09-27 17:00:00,UNH,502.935,503.34,502.84,503.22,13163.0,503.0753,477
2023-09-27 17:05:00,UNH,503.26,503.26,502.53,502.6304,13577.0,502.8782,457
2023-09-27 17:10:00,UNH,502.71,502.73,502.18,502.405,16905.0,502.4339,542
2023-09-27 17:15:00,UNH,502.49,502.5,501.96,502.1,16790.0,502.1476,429
2023-09-27 17:20:00,UNH,502.0,502.01,501.49,501.62,15958.0,501.6896,444
2023-09-27 17:25:00,UNH,501.655,501.69,501.3801,501.45,12659.0,501.5606,453
2023-09-27 17:30:00,UNH,501.38,501.71,501.345,501.37,18871.0,501.5515,616
2023-09-27 17:35:00,UNH,501.385,501.66,501.21,501.65,17712.0,501.4215,522
2023-09-27 17:40:00,UNH,501.59,501.63,501.05,501.46,22028.0,501.2682,705
2023-09-27 17:45:00,UNH,501.53,501.84,501.52,501.825,16818.0,501.6634,522
2023-09-27 17:50:00,UNH,501.84,502.05,501.75,502.0,19486.0,501.9244,538
2023-09-27 17:55:00,UNH,501.98,502.2788,501.735,501.97,17728.0,501.9794,552
2023-09-27 18:00:00,UNH,501.9,502.11,501.83,502.02,13124.0,501.9625,700
2023-09-27 18:05:00,UNH,501.9344,502.1299,501.8,502.045,21015.0,501.9165,625
2023-09-27 18:10:00,UNH,502.0,502.168,501.82,502.12,25920.0,501.9902,615
2023-09-27 18:15:00,UNH,502.14,502.43,502.13,502.32,25600.0,502.2961,580
2023-09-27 18:20:00,UNH,502.4,502.78,502.25,502.775,36266.0,502.476,932
2023-09-27 18:25:00,UNH,502.79,503.72,502.72,503.67,39440.0,503.2514,883
2023-09-27 18:30:00,UNH,503.68,505.02,503.68,505.02,38728.0,504.6596,1034
2023-09-27 18:35:00,UNH,505.105,505.41,505.02,505.33,45824.0,505.2104,842
2023-09-27 18:40:00,UNH,505.34,506.18,505.2941,506.18,50185.0,505.737,1320
2023-09-27 18:45:00,UNH,506.2,506.36,505.86,505.97,35341.0,506.0893,983
2023-09-27 18:50:00,UNH,505.97,506.18,505.75,505.995,43789.0,505.9983,987
2023-09-27 18:55:00,UNH,506.02,506.16,505.61,505.61,27854.0,505.9672,896
2023-09-27 19:00:00,UNH,505.59,505.61,504.96,505.18,24213.0,505.2501,825
2023-09-27 19:05:00,UNH,505.2,505.2499,504.65,504.7791,35164.0,504.9719,829
2023-09-27 19:10:00,UNH,504.67,505.08,504.58,504.6403,31896.0,504.872,934
2023-09-27 19:15:00,UNH,504.86,505.1,504.7,505.0141,18294.0,504.8775,692
2023-09-27 19:20:00,UNH,504.96,505.41,504.96,505.09,20863.0,505.1678,757
2023-09-27 19:25:00,UNH,505.02,505.13,504.79,504.825,14550.0,504.9759,590
2023-09-27 19:30:00,UNH,504.91,504.93,504.44,504.47,26542.0,504.6259,1034
2023-09-27 19:35:00,UNH,504.495,504.82,504.43,504.72,24434.0,504.5986,739
2023-09-27 19:40:00,UNH,504.73,504.73,503.44,503.675,38121.0,503.9835,1261
2023-09-27 19:45:00,UNH,503.65,503.99,503.48,503.99,29423.0,503.7621,1128
2023-09-27 19:50:00,UNH,503.965,504.42,503.8,504.2281,45779.0,504.1001,1993
2023-09-27 19:55:00,UNH,503.985,504.0,503.55,503.84,111093.0,503.7477,3723
2023-09-27 20:00:00,UNH,503.73,503.73,503.73,503.73,10628.0,503.7302,46
2023-09-27 20:05:00,UNH,503.73,503.73,503.73,503.73,445.0,503.73,1
2023-09-27 20:10:00,UNH,503.73,503.73,503.73,503.73,396.0,503.73,1
2023-09-27 20:20:00,UNH,503.73,503.73,503.73,503.73,1285.0,503.73,1
2023-09-27 20:25:00,UNH,505.9746,505.9746,505.9746,505.9746,201.0,505.9746,1
2023-09-27 20:40:00,UNH,503.73,503.73,503.73,503.73,121.0,503.73,1
2023-09-27 21:20:00,UNH,503.73,503.73,503.73,503.73,300.0,503.6945,10
2023-09-28 12:50:00,UNH,504.0,504.0,504.0,504.0,106.0,504.0,1
2023-09-28 13:25:00,UNH,502.5325,502.5325,502.5325,502.5325,200.0,502.5325,1
2023-09-28 13:30:00,UNH,505.97,508.64,505.01,508.54,89519.0,507.1078,1314
2023-09-28 13:35:00,UNH,508.5,509.88,508.26,509.125,56737.0,508.9984,1373
2023-09-28 13:40:00,UNH,509.13,510.73,508.84,508.8561,52930.0,509.8849,1220
2023-09-28 13:45:00,UNH,509.19,510.45,508.9991,510.015,30844.0,509.6648,969
2023-09-28 13:50:00,UNH,510.12,511.32,509.94,511.31,31423.0,510.6537,1062
2023-09-28 13:55:00,UNH,511.3,512.5,511.12,512.5,53684.0,511.9153,1624
