datetime,symbol,open,high,low,close,volume,vwap,transactions
2023-09-27 09:05:00,MA,397.0,397.0,397.0,397.0,438.0,396.9329,6
2023-09-27 11:00:00,MA,397.0,397.0,397.0,397.0,123.0,396.9187,2
2023-09-27 13:30:00,MA,396.21,397.0298,394.1,394.3648,48041.0,395.8105,927
2023-09-27 13:35:00,MA,394.545,395.34,394.535,395.225,22882.0,394.8499,584
2023-09-27 13:40:00,MA,395.235,395.55,395.07,395.36,11974.0,395.3094,455
2023-09-27 13:45:00,MA,395.67,395.79,395.09,395.27,14632.0,395.4314,451
2023-09-27 13:50:00,MA,395.18,395.395,395.14,395.28,8906.0,395.2694,416
2023-09-27 13:55:00,MA,395.39,395.46,394.76,395.045,12381.0,395.1021,524
2023-09-27 14:00:00,MA,394.95,395.06,394.1601,394.54,9742.0,394.7291,383
2023-09-27 14:05:00,MA,394.48,394.545,394.16,394.545,13014.0,394.3938,404
2023-09-27 14:10:00,MA,394.53,394.575,394.14,394.575,9781.0,394.3724,438
2023-09-27 14:15:00,MA,394.57,394.6575,394.34,394.595,15105.0,394.5347,447
2023-09-27 14:20:00,MA,394.605,395.38,394.28,395.08,23149.0,394.8298,802
2023-09-27 14:25:00,MA,395.18,395.265,394.63,394.7382,11715.0,395.0184,356
2023-09-27 14:30:00,MA,394.61,394.89,394.4123,394.89,15176.0,394.6642,497
2023-09-27 14:35:00,MA,395.03,395.18,394.31,394.31,17213.0,394.7863,581
2023-09-27 14:40:00,MA,394.2645,394.425,394.06,394.28,17579.0,394.2768,530
2023-09-27 14:45:00,MA,394.19,394.3,393.87,394.09,16694.0,394.0674,473
2023-09-27 14:50:00,MA,394.1,394.29,392.73,392.86,25260.0,393.7889,655
2023-09-27 14:55:00,MA,392.93,393.4,392.92,393.39,10334.0,393.2057,345
2023-09-27 15:00:00,MA,393.3,393.95,393.3,393.72,11633.0,393.6755,407
2023-09-27 15:05:00,MA,393.73,394.1825,393.45,393.82,13426.0,393.8881,431
2023-09-27 15:10:00,MA,393.86,394.2199,393.545,394.2199,22062.0,393.9311,372
2023-09-27 15:15:00,MA,394.005,394.015,393.535,393.63,16011.0,393.8551,445
2023-09-27 15:20:00,MA,393.57,394.04,393.57,393.92,16817.0,393.807,469
2023-09-27 15:25:00,MA,393.75,394.043,393.58,393.805,11990.0,393.8246,389
2023-09-27 15:30:00,MA,393.805,394.075,393.78,393.995,24476.0,393.9628,522
