Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol
2025-06-26 13:30:00-04:00,725.3699951171875,728.1799926757812,724.719970703125,727.0800170898438,0,0.0,0.0,META
2025-06-26 14:30:00-04:00,727.239990234375,727.9398803710938,725.4000854492188,726.6400756835938,1406303,0.0,0.0,META
2025-06-26 15:30:00-04:00,726.9000244140625,726.9000244140625,724.3800048828125,726.4400024414062,1700881,0.0,0.0,META
2025-06-26 16:00:00-04:00,726.53,726.53,684.5517,726.345,0,0.0,0.0,META
2025-06-26 17:00:00-04:00,726.23,726.8,726.0,726.47,0,0.0,0.0,META
2025-06-26 18:00:00-04:00,726.5,727.5,726.09,727.2,0,0.0,0.0,META
2025-06-26 19:00:00-04:00,727.2499,727.25,726.75,727.0199,0,0.0,0.0,META
2025-06-27 04:00:00-04:00,729.05,731.76,729.03,731.76,0,0.0,0.0,META
2025-06-27 05:00:00-04:00,731.7,732.3,731.05,731.62,0,0.0,0.0,META
2025-06-27 06:00:00-04:00,731.86,732.26,731.18,731.2,0,0.0,0.0,META
2025-06-27 07:00:00-04:00,731.48,731.89,731.11,731.89,0,0.0,0.0,META
2025-06-27 08:00:00-04:00,731.78,732.78,727.0,731.9753,0,0.0,0.0,META
2025-06-27 09:00:00-04:00,731.38,732.0,724.36,726.01,0,0.0,0.0,META
2025-06-27 09:30:00-04:00,726.5150146484375,735.3099975585938,725.97998046875,730.3900146484375,4025830,0.0,0.0,META
2025-06-27 10:30:00-04:00,730.280029296875,731.8400268554688,727.7000122070312,729.3200073242188,1692987,0.0,0.0,META
2025-06-27 11:30:00-04:00,729.3800048828125,731.9400024414062,729.3800048828125,730.6799926757812,934592,0.0,0.0,META
2025-06-27 12:30:00-04:00,730.6500244140625,731.7393188476562,729.1500244140625,729.519287109375,819589,0.0,0.0,META
2025-06-27 13:30:00-04:00,729.39501953125,731.4000244140625,728.3800048828125,730.0570068359375,981287,0.0,0.0,META
2025-06-27 14:30:00-04:00,730.030029296875,730.1295166015625,725.8599853515625,729.1900024414062,1369768,0.0,0.0,META
2025-06-27 15:30:00-04:00,729.30859375,733.9299926757812,728.3099975585938,733.6900024414062,1691788,0.0,0.0,META
2025-06-27 16:00:00-04:00,733.47,761.1475,707.3091,732.615,0,0.0,0.0,META
2025-06-27 17:00:00-04:00,732.73,739.2065,715.0269,731.8,0,0.0,0.0,META
2025-06-27 18:00:00-04:00,731.5,732.2188,731.0,731.55,0,0.0,0.0,META
2025-06-27 19:00:00-04:00,731.53,732.22,730.285,731.6,0,0.0,0.0,META
2025-06-30 04:00:00-04:00,741.45,742.85,741.0,742.5,0,0.0,0.0,META
2025-06-30 05:00:00-04:00,742.99,747.28,742.4,746.98,0,0.0,0.0,META
2025-06-30 06:00:00-04:00,746.95,748.78,746.01,748.2,0,0.0,0.0,META
2025-06-30 07:00:00-04:00,748.07,748.88,746.08,748.1,0,0.0,0.0,META
2025-06-30 08:00:00-04:00,747.77,748.88,733.4612,747.1,0,0.0,0.0,META
2025-06-30 09:00:00-04:00,746.9275,747.5,733.4612,744.5,0,0.0,0.0,META
2025-06-30 09:30:00-04:00,744.1199951171875,747.9000244140625,737.5374755859375,745.239990234375,3979235,0.0,0.0,META
2025-06-30 10:30:00-04:00,745.239990234375,746.280029296875,739.3699951171875,740.1950073242188,1630505,0.0,0.0,META
2025-06-30 11:30:00-04:00,740.010009765625,743.22998046875,737.5609130859375,740.5900268554688,1697117,0.0,0.0,META
2025-06-30 12:30:00-04:00,740.5499877929688,743.4666137695312,739.875,741.0,976166,0.0,0.0,META
2025-06-30 13:30:00-04:00,741.0,741.2999877929688,735.27001953125,736.0999755859375,1094814,0.0,0.0,META
2025-06-30 14:30:00-04:00,736.0999755859375,738.4099731445312,734.25,737.5800170898438,1141633,0.0,0.0,META
2025-06-30 15:30:00-04:00,737.4199829101562,740.6599731445312,736.4299926757812,738.010009765625,1356393,0.0,0.0,META
2025-06-30 16:00:00-04:00,738.01,739.69,736.65,737.31,0,0.0,0.0,META
2025-06-30 17:00:00-04:00,737.26,738.09,699.3888,737.375,0,0.0,0.0,META
2025-06-30 18:00:00-04:00,737.375,738.0,737.25,737.415,0,0.0,0.0,META
2025-06-30 19:00:00-04:00,737.415,738.0,737.2,737.88,0,0.0,0.0,META
2025-07-01 04:00:00-04:00,738.95,739.82,737.71,739.8,0,0.0,0.0,META
2025-07-01 05:00:00-04:00,739.88,740.3,738.98,739.17,0,0.0,0.0,META
2025-07-01 06:00:00-04:00,739.0,739.69,738.13,738.94,0,0.0,0.0,META
2025-07-01 07:00:00-04:00,738.99,739.0,737.84,738.07,0,0.0,0.0,META
2025-07-01 08:00:00-04:00,738.31,740.6587,734.46,735.355,0,0.0,0.0,META
2025-07-01 09:00:00-04:00,735.84,738.09,734.7612,736.96,0,0.0,0.0,META
2025-07-01 09:30:00-04:00,736.875,737.7498779296875,729.7501220703125,730.969970703125,2665458,0.0,0.0,META
