Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol
2025-06-26 10:30:00-04:00,287.7950134277344,289.0516052246094,287.7950134277344,288.4599914550781,0,0.0,0.0,JPM
2025-06-26 11:30:00-04:00,288.4100036621094,288.9801025390625,288.2701110839844,288.91290283203125,686736,0.0,0.0,JPM
2025-06-26 12:30:00-04:00,288.86151123046875,289.20989990234375,288.6726989746094,289.0199890136719,516321,0.0,0.0,JPM
2025-06-26 13:30:00-04:00,289.06500244140625,289.3999938964844,288.9649963378906,289.1600036621094,496560,0.0,0.0,JPM
2025-06-26 14:30:00-04:00,289.20001220703125,289.2699890136719,288.6000061035156,288.67999267578125,723085,0.0,0.0,JPM
2025-06-26 15:30:00-04:00,288.69000244140625,289.0799865722656,288.6300048828125,289.010009765625,1084978,0.0,0.0,JPM
2025-06-26 16:00:00-04:00,288.75,289.23,288.3999,288.4,0,0.0,0.0,JPM
2025-06-26 17:00:00-04:00,288.4,289.5,288.33,288.96,0,0.0,0.0,JPM
2025-06-26 18:00:00-04:00,288.88,289.5,288.51,289.0,0,0.0,0.0,JPM
2025-06-26 19:00:00-04:00,289.0,289.5,288.88,289.12,0,0.0,0.0,JPM
2025-06-27 04:00:00-04:00,288.8,288.8,287.05,287.45,0,0.0,0.0,JPM
2025-06-27 05:00:00-04:00,287.37,287.93,287.21,287.67,0,0.0,0.0,JPM
2025-06-27 06:00:00-04:00,287.68,287.8,287.32,287.78,0,0.0,0.0,JPM
2025-06-27 07:00:00-04:00,287.75,288.28,286.65,287.2,0,0.0,0.0,JPM
2025-06-27 08:00:00-04:00,287.2,289.87,286.78,287.22,0,0.0,0.0,JPM
2025-06-27 09:00:00-04:00,286.94,286.99,286.0,286.3,0,0.0,0.0,JPM
2025-06-27 09:30:00-04:00,285.80999755859375,288.6961975097656,285.1300048828125,286.6600036621094,2328276,0.0,0.0,JPM
2025-06-27 10:30:00-04:00,286.6700134277344,287.8999938964844,286.5830993652344,287.260009765625,1107770,0.0,0.0,JPM
2025-06-27 11:30:00-04:00,287.2950134277344,287.6300048828125,286.5799865722656,287.29998779296875,787744,0.0,0.0,JPM
