Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,Symbol
2025-06-26 10:30:00-04:00,305.2099914550781,306.1199951171875,305.0199890136719,305.9549865722656,0,0.0,0.0,0.0,GLD
2025-06-26 11:30:00-04:00,306.010009765625,306.7749938964844,305.8500061035156,306.6549987792969,717379,0.0,0.0,0.0,GLD
2025-06-26 12:30:00-04:00,306.67999267578125,307.2101135253906,306.6400146484375,307.1199951171875,714737,0.0,0.0,0.0,GLD
2025-06-26 13:30:00-04:00,307.1199951171875,307.2799987792969,306.7799987792969,306.93499755859375,596881,0.0,0.0,0.0,GLD
2025-06-26 14:30:00-04:00,306.95001220703125,307.1499938964844,306.5199890136719,306.7650146484375,572602,0.0,0.0,0.0,GLD
2025-06-26 15:30:00-04:00,306.7799987792969,306.8247985839844,306.6000061035156,306.7900085449219,780070,0.0,0.0,0.0,GLD
2025-06-26 16:00:00-04:00,306.78,306.91,306.46,306.51,0,0.0,0.0,0.0,GLD
2025-06-26 17:00:00-04:00,306.51,306.75,306.2,306.6,0,0.0,0.0,0.0,GLD
2025-06-26 18:00:00-04:00,306.6,306.78,305.58,305.99,0,0.0,0.0,0.0,GLD
2025-06-26 19:00:00-04:00,305.99,306.25,305.54,306.24,0,0.0,0.0,0.0,GLD
2025-06-27 04:00:00-04:00,302.71,303.88,302.33,302.47,0,0.0,0.0,0.0,GLD
2025-06-27 05:00:00-04:00,302.56,303.15,302.45,302.7,0,0.0,0.0,0.0,GLD
2025-06-27 06:00:00-04:00,302.65,303.18,302.38,302.84,0,0.0,0.0,0.0,GLD
2025-06-27 07:00:00-04:00,302.89,302.93,302.17,302.51,0,0.0,0.0,0.0,GLD
2025-06-27 08:00:00-04:00,302.6,306.78,301.48,302.09,0,0.0,0.0,0.0,GLD
2025-06-27 09:00:00-04:00,302.04,306.78,300.44,300.61,0,0.0,0.0,0.0,GLD
2025-06-27 09:30:00-04:00,300.0299987792969,301.8900146484375,299.8900146484375,301.6499938964844,4955030,0.0,0.0,0.0,GLD
2025-06-27 10:30:00-04:00,301.6700134277344,301.95001220703125,300.6400146484375,301.4049987792969,1796250,0.0,0.0,0.0,GLD
2025-06-27 11:30:00-04:00,301.4012145996094,301.95001220703125,301.2900085449219,301.9100036621094,1480244,0.0,0.0,0.0,GLD
2025-06-27 12:30:00-04:00,301.9100036621094,301.9700012207031,301.489990234375,301.7449951171875,819819,0.0,0.0,0.0,GLD
