Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol
2024-09-26 00:00:00-04:00,167.27053454916188,170.30383754940516,167.13398776931902,168.93836975097656,4957200,0.0,0.0,PG
2024-09-27 00:00:00-04:00,168.74328271126998,170.14777231759462,168.32389436402474,169.2699737548828,4599500,0.0,0.0,PG
2024-09-30 00:00:00-04:00,169.44553227581855,169.7088778050249,168.45069784545242,168.92860412597656,6296600,0.0,0.0,PG
2024-10-01 00:00:00-04:00,168.96763207888213,169.70888391530102,167.953271794853,168.77255249023438,7130600,0.0,0.0,PG
2024-10-02 00:00:00-04:00,167.7679679321466,168.1971192479847,166.86091028206687,167.68019104003906,6212700,0.0,0.0,PG
2024-10-03 00:00:00-04:00,167.14371815172984,167.14371815172984,165.5831858157544,165.92454528808594,4794300,0.0,0.0,PG
2024-10-04 00:00:00-04:00,164.68587470915904,165.89528465287955,164.11041381265085,164.7151336669922,6002800,0.0,0.0,PG
2024-10-07 00:00:00-04:00,164.9882336617779,165.39787396997914,162.75470057642914,162.99853515625,6325300,0.0,0.0,PG
2024-10-08 00:00:00-04:00,162.73521801259028,164.43229730400557,162.1695199546242,164.01290893554688,7473000,0.0,0.0,PG
2024-10-09 00:00:00-04:00,164.22748469686658,165.62221146648474,163.85685134215052,165.0955352783203,8758800,0.0,0.0,PG
2024-10-10 00:00:00-04:00,164.63712194366389,165.60269741755684,164.21771870029494,164.78341674804688,6932300,0.0,0.0,PG
2024-10-11 00:00:00-04:00,165.28084458394403,167.18275140426994,164.80292343115144,166.87063598632812,7036500,0.0,0.0,PG
2024-10-14 00:00:00-04:00,166.80235547482982,168.5774633913021,166.5292619492187,168.25559997558594,5909000,0.0,0.0,PG
2024-10-15 00:00:00-04:00,168.62625190885802,170.5964396033891,168.55798596115466,169.28948974609375,7172200,0.0,0.0,PG
2024-10-16 00:00:00-04:00,167.64117599436443,168.3336579532543,166.67558558012132,168.12884521484375,6117000,0.0,0.0,PG
2024-10-17 00:00:00-04:00,167.93374073494303,169.3967481795812,167.5241004363421,168.03128051757812,7045600,0.0,0.0,PG
2024-10-18 00:00:00-04:00,167.07671499753607,168.95056779718348,165.27154448530285,168.0381622314453,8372500,1.007,0.0,PG
2024-10-21 00:00:00-04:00,167.74383251109478,168.23436893846255,165.26171938621243,166.33108520507812,5522500,0.0,0.0,PG
2024-10-22 00:00:00-04:00,165.37945027574756,167.49855616186198,165.37945027574756,166.48805236816406,7511400,0.0,0.0,PG
2024-10-23 00:00:00-04:00,166.3409150796002,166.94917549411855,165.53642810686398,166.37034606933594,4837800,0.0,0.0,PG
2024-10-24 00:00:00-04:00,166.21336483483685,166.743152571002,165.73263373646242,166.40957641601562,5861200,0.0,0.0,PG
2024-10-25 00:00:00-04:00,165.72283508295726,166.19374589078194,164.85948612695816,165.0360870361328,4877900,0.0,0.0,PG
2024-10-28 00:00:00-04:00,166.07601644058772,166.44882892653152,165.19305683386042,166.09564208984375,5753800,0.0,0.0,PG
2024-10-29 00:00:00-04:00,165.66395107076113,165.66395107076113,163.67237451484746,164.0059356689453,5681000,0.0,0.0,PG
2024-10-30 00:00:00-04:00,163.92745094536218,164.15310846828146,162.81884885833907,163.0150604248047,5518100,0.0,0.0,PG
2024-10-31 00:00:00-04:00,162.62262816817133,163.87840020267586,161.96531116339034,162.05360412597656,6056500,0.0,0.0,PG
2024-11-01 00:00:00-04:00,162.18114508233364,163.2014691958287,161.86720956509274,161.97512817382812,5454800,0.0,0.0,PG
2024-11-04 00:00:00-05:00,162.5833913865893,163.12298443974572,161.46496895367585,161.95550537109375,5130200,0.0,0.0,PG
2024-11-05 00:00:00-05:00,161.2196927304253,163.172032963888,161.2196927304253,162.62261962890625,4397400,0.0,0.0,PG
2024-11-06 00:00:00-05:00,162.47547507322858,162.89732921258062,156.78524955672904,158.0017852783203,11473700,0.0,0.0,PG
2024-11-07 00:00:00-05:00,158.8945707266506,160.84689618314349,158.42364496439478,160.31712341308594,9056700,0.0,0.0,PG
2024-11-08 00:00:00-05:00,160.9155748321616,164.57497241162645,160.82726689749524,164.53573608398438,7506200,0.0,0.0,PG
2024-11-11 00:00:00-05:00,163.8391693476539,165.33040430217417,162.642259248234,162.8875274658203,6364400,0.0,0.0,PG
2024-11-12 00:00:00-05:00,162.995435676157,163.8980208628634,162.43623196014656,162.70111083984375,6507500,0.0,0.0,PG
2024-11-13 00:00:00-05:00,162.91696192838373,163.64296125711468,162.54414943930777,163.4271240234375,5412300,0.0,0.0,PG
2024-11-14 00:00:00-05:00,163.55467138796914,164.85948518448384,163.35844483001136,163.91766357421875,7444300,0.0,0.0,PG
2024-11-15 00:00:00-05:00,164.76137761949144,167.34160401784084,163.72144278866912,166.33108520507812,9939400,0.0,0.0,PG
2024-11-18 00:00:00-05:00,165.90922960770996,168.20493647485623,165.63453040839246,167.5181884765625,6681000,0.0,0.0,PG
2024-11-19 00:00:00-05:00,167.45933256060735,167.93024335219414,166.44882869012727,167.5279998779297,5683700,0.0,0.0,PG
2024-11-20 00:00:00-05:00,166.79219914911894,167.83214900295192,166.30166269673873,167.65554809570312,7081100,0.0,0.0,PG
2024-11-21 00:00:00-05:00,168.41098079126323,170.22595670859175,166.9982333933522,169.4803466796875,6240400,0.0,0.0,PG
2024-11-22 00:00:00-05:00,170.8538371831961,174.0423240640825,170.58895828224956,172.9435272216797,10609800,0.0,0.0,PG
2024-11-25 00:00:00-05:00,174.12080944533542,175.43545847337685,173.55178538215,174.0325164794922,19357000,0.0,0.0,PG
2024-11-26 00:00:00-05:00,173.8461039256017,176.06333812060274,173.8461039256017,175.91616821289062,6276700,0.0,0.0,PG
2024-11-27 00:00:00-05:00,176.59309592542863,177.0149500245479,175.34712933480418,175.9652099609375,5522900,0.0,0.0,PG
2024-11-29 00:00:00-05:00,175.31771281304867,176.2301183349921,174.90566401829415,175.8671112060547,3823700,0.0,0.0,PG
2024-12-02 00:00:00-05:00,175.72975831796256,176.75008243157237,174.64076689150426,176.2987823486328,5728200,0.0,0.0,PG
2024-12-03 00:00:00-05:00,175.3863924191376,176.22029533508027,171.8839552622287,172.09979248046875,8127300,0.0,0.0,PG
2024-12-04 00:00:00-05:00,170.8734434928137,171.83489062109817,170.1768902054789,171.795654296875,6823500,0.0,0.0,PG
2024-12-05 00:00:00-05:00,171.55040397589542,173.1201265680487,171.14816050328332,172.69825744628906,5022200,0.0,0.0,PG
2024-12-06 00:00:00-05:00,172.0507412767495,173.39482126367142,170.46140804679433,170.53009033203125,5741200,0.0,0.0,PG
2024-12-09 00:00:00-05:00,170.3534978363237,170.47122179398335,167.20424723906783,167.55743408203125,7164300,0.0,0.0,PG
