Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,Symbol
2025-07-03 04:00:00-04:00,621.22,621.4,620.89,621.3,0,0.0,0.0,0.0,SPY
2025-07-03 04:15:00-04:00,621.28,621.31,621.14,621.3,0,0.0,0.0,0.0,SPY
2025-07-03 04:30:00-04:00,621.29,621.36,621.03,621.03,0,0.0,0.0,0.0,SPY
2025-07-03 04:45:00-04:00,621.06,621.09,620.69,620.69,0,0.0,0.0,0.0,SPY
2025-07-03 05:00:00-04:00,620.68,620.97,620.63,620.71,0,0.0,0.0,0.0,SPY
2025-07-03 05:15:00-04:00,620.74,621.22,620.74,621.19,0,0.0,0.0,0.0,SPY
2025-07-03 05:30:00-04:00,621.2,621.22,620.85,620.92,0,0.0,0.0,0.0,SPY
2025-07-03 05:45:00-04:00,620.89,621.12,620.78,620.78,0,0.0,0.0,0.0,SPY
2025-07-03 06:00:00-04:00,620.84,620.92,620.56,620.69,0,0.0,0.0,0.0,SPY
2025-07-03 06:15:00-04:00,620.67,620.79,620.47,620.62,0,0.0,0.0,0.0,SPY
2025-07-03 06:30:00-04:00,620.68,620.88,620.63,620.85,0,0.0,0.0,0.0,SPY
2025-07-03 06:45:00-04:00,620.86,621.0,620.85,620.98,0,0.0,0.0,0.0,SPY
2025-07-03 07:00:00-04:00,620.96,621.22,620.85,621.08,0,0.0,0.0,0.0,SPY
2025-07-03 07:15:00-04:00,621.06,621.26,620.99,621.21,0,0.0,0.0,0.0,SPY
2025-07-03 07:30:00-04:00,621.19,621.27,620.91,621.15,0,0.0,0.0,0.0,SPY
2025-07-03 07:45:00-04:00,621.19,621.27,620.93,621.25,0,0.0,0.0,0.0,SPY
2025-07-03 08:00:00-04:00,621.2588,621.65,620.45,621.26,0,0.0,0.0,0.0,SPY
2025-07-03 08:15:00-04:00,621.26,621.39,621.05,621.3,0,0.0,0.0,0.0,SPY
2025-07-03 08:30:00-04:00,622.16,622.76,621.7801,621.99,0,0.0,0.0,0.0,SPY
2025-07-03 08:45:00-04:00,622.0,622.0186,617.325,621.69,0,0.0,0.0,0.0,SPY
2025-07-03 09:00:00-04:00,621.719,622.4701,621.65,622.12,0,0.0,0.0,0.0,SPY
2025-07-03 09:30:00-04:00,622.4500122070312,623.5999755859375,622.4299926757812,623.4600219726562,6597941,0.0,0.0,0.0,SPY
