Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,Symbol
2025-06-26 13:30:00-04:00,213.99000549316406,214.27999877929688,213.6199951171875,214.2100067138672,0,0.0,0.0,0.0,IWM
2025-06-26 14:30:00-04:00,214.2100067138672,215.07000732421875,214.18499755859375,215.00999450683594,3445823,0.0,0.0,0.0,IWM
2025-06-26 15:30:00-04:00,215.00999450683594,215.5449981689453,214.88499450683594,215.39999389648438,4977087,0.0,0.0,0.0,IWM
2025-06-26 16:00:00-04:00,215.41,215.61,204.8347,215.49,0,0.0,0.0,0.0,IWM
2025-06-26 17:00:00-04:00,215.52,215.95,204.8347,215.64,0,0.0,0.0,0.0,IWM
2025-06-26 18:00:00-04:00,215.65,215.89,215.45,215.61,0,0.0,0.0,0.0,IWM
2025-06-26 19:00:00-04:00,215.62,215.7096,215.14,215.34,0,0.0,0.0,0.0,IWM
2025-06-27 04:00:00-04:00,216.0,216.26,215.9,215.9,0,0.0,0.0,0.0,IWM
2025-06-27 05:00:00-04:00,215.91,216.27,215.83,216.18,0,0.0,0.0,0.0,IWM
2025-06-27 06:00:00-04:00,216.17,216.21,215.96,216.0,0,0.0,0.0,0.0,IWM
2025-06-27 07:00:00-04:00,216.01,216.53,216.01,216.37,0,0.0,0.0,0.0,IWM
2025-06-27 08:00:00-04:00,216.32,216.63,215.67,216.57,0,0.0,0.0,0.0,IWM
2025-06-27 09:00:00-04:00,216.3,216.32,215.83,215.9001,0,0.0,0.0,0.0,IWM
2025-06-27 09:30:00-04:00,216.0500030517578,216.6649932861328,215.21499633789062,216.23500061035156,9040843,0.0,0.0,0.0,IWM
2025-06-27 10:30:00-04:00,216.23500061035156,217.17999267578125,216.1699981689453,216.2899932861328,5308647,0.0,0.0,0.0,IWM
2025-06-27 11:30:00-04:00,216.2899932861328,217.40499877929688,216.27499389648438,217.27000427246094,4485802,0.0,0.0,0.0,IWM
2025-06-27 12:30:00-04:00,217.26499938964844,217.3300018310547,216.6123046875,216.6999969482422,3012734,0.0,0.0,0.0,IWM
2025-06-27 13:30:00-04:00,216.69500732421875,216.86000061035156,214.75,214.75999450683594,5672204,0.0,0.0,0.0,IWM
2025-06-27 14:30:00-04:00,214.75999450683594,214.8800048828125,214.125,214.7449951171875,5250961,0.0,0.0,0.0,IWM
2025-06-27 15:30:00-04:00,214.75,215.8300018310547,214.75,215.52999877929688,9900326,0.0,0.0,0.0,IWM
2025-06-27 16:00:00-04:00,215.48,215.76,215.06,215.67,0,0.0,0.0,0.0,IWM
2025-06-27 17:00:00-04:00,215.67,215.79,215.2101,215.2101,0,0.0,0.0,0.0,IWM
2025-06-27 18:00:00-04:00,215.25,215.6,214.6594,215.09,0,0.0,0.0,0.0,IWM
2025-06-27 19:00:00-04:00,215.09,215.32,214.83,215.2,0,0.0,0.0,0.0,IWM
2025-06-30 04:00:00-04:00,216.0,216.74,216.0,216.65,0,0.0,0.0,0.0,IWM
2025-06-30 05:00:00-04:00,216.64,216.75,216.55,216.75,0,0.0,0.0,0.0,IWM
2025-06-30 06:00:00-04:00,216.74,216.8,216.32,216.64,0,0.0,0.0,0.0,IWM
2025-06-30 07:00:00-04:00,216.64,216.77,216.5,216.72,0,0.0,0.0,0.0,IWM
2025-06-30 08:00:00-04:00,216.74,217.06,215.4612,216.73,0,0.0,0.0,0.0,IWM
2025-06-30 09:00:00-04:00,216.73,216.74,216.5306,216.71,0,0.0,0.0,0.0,IWM
2025-06-30 09:30:00-04:00,216.67999267578125,216.7100067138672,215.66000366210938,216.13250732421875,5976957,0.0,0.0,0.0,IWM
2025-06-30 10:30:00-04:00,216.13999938964844,216.1999969482422,215.7281951904297,215.8800048828125,2218816,0.0,0.0,0.0,IWM
2025-06-30 11:30:00-04:00,215.89500427246094,216.0800018310547,215.54249572753906,215.66000366210938,1949557,0.0,0.0,0.0,IWM
2025-06-30 12:30:00-04:00,215.64999389648438,216.125,215.57000732421875,215.88999938964844,1583636,0.0,0.0,0.0,IWM
2025-06-30 13:30:00-04:00,215.88999938964844,216.25,215.38999938964844,216.16000366210938,2955006,0.0,0.0,0.0,IWM
2025-06-30 14:30:00-04:00,216.14999389648438,216.47000122070312,215.8699951171875,216.35000610351562,3186630,0.0,0.0,0.0,IWM
2025-06-30 15:30:00-04:00,216.33999633789062,216.35000610351562,215.77000427246094,215.8000030517578,5363081,0.0,0.0,0.0,IWM
2025-06-30 16:00:00-04:00,215.79,222.5867,215.42,215.6,0,0.0,0.0,0.0,IWM
2025-06-30 17:00:00-04:00,215.57,216.06,215.27,215.49,0,0.0,0.0,0.0,IWM
2025-06-30 18:00:00-04:00,215.49,215.79,215.39,215.4499,0,0.0,0.0,0.0,IWM
2025-06-30 19:00:00-04:00,215.401,215.81,215.4,215.66,0,0.0,0.0,0.0,IWM
