Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol
2024-09-26 00:00:00-04:00,68.79099760370966,69.5190987575113,68.77157742522996,69.31523132324219,10815200,0.0,0.0,KO
2024-09-27 00:00:00-04:00,69.45113965376012,70.09186478728549,69.37347375677899,69.69384002685547,11175700,0.0,0.0,KO
2024-09-30 00:00:00-04:00,69.89771430306554,70.09187165792272,69.5967681810484,69.76180267333984,18015300,0.0,0.0,KO
2024-10-01 00:00:00-04:00,69.99479244362924,70.62581495201759,69.53851451592337,69.61618041992188,13294500,0.0,0.0,KO
2024-10-02 00:00:00-04:00,69.30551688529368,69.34434983318847,68.35413558506744,68.93661499023438,11155500,0.0,0.0,KO
2024-10-03 00:00:00-04:00,68.79099862059348,68.91720015606525,68.15026604059517,68.46092224121094,9374800,0.0,0.0,KO
2024-10-04 00:00:00-04:00,67.91727970657789,68.22793592532875,67.68428939417187,68.12114715576172,12684800,0.0,0.0,KO
2024-10-07 00:00:00-04:00,68.00465252072459,68.0531881549476,66.85910637894159,66.9950180053711,14512000,0.0,0.0,KO
2024-10-08 00:00:00-04:00,67.02414543218478,67.41246756555795,66.84940084249828,67.1600570678711,13549700,0.0,0.0,KO
2024-10-09 00:00:00-04:00,67.16977142438894,67.70370791089054,67.05327255498884,67.5386734008789,9037700,0.0,0.0,KO
2024-10-10 00:00:00-04:00,67.79107880131392,67.8687447083892,66.97560159028053,67.22801208496094,8635200,0.0,0.0,KO
2024-10-11 00:00:00-04:00,67.43188462225275,67.5580861757977,66.98531673282939,67.5386734008789,8786300,0.0,0.0,KO
2024-10-14 00:00:00-04:00,67.53866464205544,68.4123875326737,67.441585966793,68.28617858886719,7659300,0.0,0.0,KO
2024-10-15 00:00:00-04:00,68.402677443159,69.13077861756953,68.1114414173717,68.28617858886719,10358700,0.0,0.0,KO
2024-10-16 00:00:00-04:00,68.04348005535017,68.63566961923762,67.92698860450567,68.50946807861328,7937300,0.0,0.0,KO
2024-10-17 00:00:00-04:00,68.56771268036435,68.62596581146032,67.54837546903777,67.8590316772461,14674600,0.0,0.0,KO
2024-10-18 00:00:00-04:00,67.82991362212721,68.49005903718302,67.57750312049825,68.38327026367188,15087500,0.0,0.0,KO
2024-10-21 00:00:00-04:00,67.956101044167,68.27646729810861,67.2862456780395,67.42215728759766,11981200,0.0,0.0,KO
2024-10-22 00:00:00-04:00,66.9852996006789,67.71340068329498,66.6746434350278,67.42215728759766,18603300,0.0,0.0,KO
2024-10-23 00:00:00-04:00,65.03399396639765,66.69406373335438,64.63596918108496,66.02421569824219,24655200,0.0,0.0,KO
2024-10-24 00:00:00-04:00,65.67471706249819,66.0533290209903,64.99515162950765,65.3349380493164,17568800,0.0,0.0,KO
2024-10-25 00:00:00-04:00,65.11165564037763,65.7232579127137,64.83983240822826,64.96603393554688,11138100,0.0,0.0,KO
2024-10-28 00:00:00-04:00,65.0048762570076,65.43203134433536,64.6553870776719,64.72334289550781,10761400,0.0,0.0,KO
2024-10-29 00:00:00-04:00,64.35443653876023,64.40297217296254,63.60691518708901,63.645748138427734,16525900,0.0,0.0,KO
2024-10-30 00:00:00-04:00,63.597218246946106,64.59714276266833,63.412763563088255,63.995243072509766,14177800,0.0,0.0,KO
2024-10-31 00:00:00-04:00,63.88845026396516,64.06319484641986,63.35451383347404,63.40304946899414,13383700,0.0,0.0,KO
2024-11-01 00:00:00-04:00,63.55837274477685,63.74282739222074,62.9953061206209,63.1118049621582,12163100,0.0,0.0,KO
2024-11-04 00:00:00-05:00,63.179766146361736,63.50983511554082,62.76232118693479,63.20888900756836,10984500,0.0,0.0,KO
2024-11-05 00:00:00-05:00,62.75261150686966,63.55837856977137,62.75261150686966,63.461299896240234,8780200,0.0,0.0,KO
2024-11-06 00:00:00-05:00,62.539035804842165,62.9661908687892,61.33524392337028,61.84006118774414,22899300,0.0,0.0,KO
