Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol
2025-06-26 10:30:00-04:00,267.1400146484375,269.3800048828125,266.4700012207031,268.125,0,0.0,0.0,CRM
2025-06-26 11:30:00-04:00,268.0400085449219,269.23858642578125,267.9599914550781,268.9599914550781,470886,0.0,0.0,CRM
2025-06-26 12:30:00-04:00,268.9599914550781,269.8399963378906,268.9200134277344,269.4599914550781,424262,0.0,0.0,CRM
2025-06-26 13:30:00-04:00,269.5199890136719,271.010009765625,269.5,270.75,483899,0.0,0.0,CRM
2025-06-26 14:30:00-04:00,270.75,270.9200134277344,269.7326965332031,270.239990234375,575483,0.0,0.0,CRM
2025-06-26 15:30:00-04:00,270.19000244140625,270.8500061035156,269.7799987792969,270.7900085449219,1065477,0.0,0.0,CRM
2025-06-26 16:00:00-04:00,270.74,288.2423,269.0,270.0,0,0.0,0.0,CRM
2025-06-26 17:00:00-04:00,270.3994,286.506,268.7598,270.75,0,0.0,0.0,CRM
2025-06-26 18:00:00-04:00,270.75,271.36,270.4,270.7999,0,0.0,0.0,CRM
2025-06-26 19:00:00-04:00,270.8,271.25,270.0,270.94,0,0.0,0.0,CRM
2025-06-27 04:00:00-04:00,272.34,272.34,270.79,271.39,0,0.0,0.0,CRM
2025-06-27 05:00:00-04:00,271.34,272.0,271.34,271.98,0,0.0,0.0,CRM
2025-06-27 06:00:00-04:00,271.92,272.5,271.63,272.49,0,0.0,0.0,CRM
2025-06-27 07:00:00-04:00,272.49,272.49,272.01,272.36,0,0.0,0.0,CRM
2025-06-27 08:00:00-04:00,272.45,273.0,269.7812,273.0,0,0.0,0.0,CRM
2025-06-27 09:00:00-04:00,272.78,272.98,271.86,272.01,0,0.0,0.0,CRM
2025-06-27 09:30:00-04:00,271.8599853515625,274.1700134277344,270.8900146484375,272.20001220703125,1856789,0.0,0.0,CRM
2025-06-27 10:30:00-04:00,272.25,272.5899963378906,271.1300048828125,272.07000732421875,1421248,0.0,0.0,CRM
2025-06-27 11:30:00-04:00,272.1000061035156,273.2699890136719,272.010009765625,273.1499938964844,882317,0.0,0.0,CRM
2025-06-27 12:30:00-04:00,273.17999267578125,273.3500061035156,272.5199890136719,272.6600036621094,482470,0.0,0.0,CRM
2025-06-27 13:30:00-04:00,272.6600036621094,273.0199890136719,270.3399963378906,270.3900146484375,643630,0.0,0.0,CRM
2025-06-27 14:30:00-04:00,270.385009765625,270.7099914550781,269.42498779296875,270.3399963378906,764822,0.0,0.0,CRM
2025-06-27 15:30:00-04:00,270.3599853515625,273.3999938964844,270.3299865722656,273.25,2283047,0.0,0.0,CRM
2025-06-27 16:00:00-04:00,273.31,273.5,257.7447,273.25,0,0.0,0.0,CRM
2025-06-27 17:00:00-04:00,273.23,285.1939,257.7447,272.41,0,0.0,0.0,CRM
2025-06-27 18:00:00-04:00,272.93,273.2,272.4322,273.0,0,0.0,0.0,CRM
2025-06-27 19:00:00-04:00,273.05,273.1,272.315,272.91,0,0.0,0.0,CRM
2025-06-30 04:00:00-04:00,274.0,275.54,273.97,275.3,0,0.0,0.0,CRM
2025-06-30 05:00:00-04:00,275.5,275.69,274.89,275.16,0,0.0,0.0,CRM
2025-06-30 06:00:00-04:00,275.27,275.41,274.63,274.94,0,0.0,0.0,CRM
2025-06-30 07:00:00-04:00,274.81,275.41,274.25,275.22,0,0.0,0.0,CRM
2025-06-30 08:00:00-04:00,275.25,275.75,272.9712,275.01,0,0.0,0.0,CRM
2025-06-30 09:00:00-04:00,275.2,275.55,274.88,275.43,0,0.0,0.0,CRM
2025-06-30 09:30:00-04:00,275.760009765625,276.3800048828125,273.8999938964844,274.5,1528284,0.0,0.0,CRM
2025-06-30 10:30:00-04:00,274.54998779296875,274.57000732421875,273.04998779296875,273.2099914550781,1154200,0.0,0.0,CRM
2025-06-30 11:30:00-04:00,273.2650146484375,273.3999938964844,271.9100036621094,271.94500732421875,573844,0.0,0.0,CRM
2025-06-30 12:30:00-04:00,271.9700012207031,272.70001220703125,271.6700134277344,272.2749938964844,554019,0.0,0.0,CRM
2025-06-30 13:30:00-04:00,272.2749938964844,272.4999084472656,270.3999938964844,270.82501220703125,1091232,0.0,0.0,CRM
2025-06-30 14:30:00-04:00,270.8399963378906,272.0199890136719,270.7099914550781,271.8500061035156,741409,0.0,0.0,CRM
2025-06-30 15:30:00-04:00,271.8699951171875,272.95001220703125,271.7200012207031,272.6199951171875,1188551,0.0,0.0,CRM
2025-06-30 16:00:00-04:00,272.69,273.0,270.93,272.83,0,0.0,0.0,CRM
2025-06-30 17:00:00-04:00,272.53,289.7122,272.1935,272.7188,0,0.0,0.0,CRM
2025-06-30 18:00:00-04:00,272.51,272.83,271.22,272.0,0,0.0,0.0,CRM
2025-06-30 19:00:00-04:00,271.92,272.85,271.39,271.65,0,0.0,0.0,CRM
2025-07-01 04:00:00-04:00,273.0,273.46,271.41,271.99,0,0.0,0.0,CRM
2025-07-01 05:00:00-04:00,271.99,272.23,271.57,272.0,0,0.0,0.0,CRM
2025-07-01 06:00:00-04:00,272.0,272.09,271.71,272.08,0,0.0,0.0,CRM
2025-07-01 07:00:00-04:00,271.82,272.3,271.71,272.17,0,0.0,0.0,CRM
2025-07-01 08:00:00-04:00,272.14,273.3855,271.4345,271.65,0,0.0,0.0,CRM
2025-07-01 09:00:00-04:00,271.522,272.83,271.36,272.7932,0,0.0,0.0,CRM
2025-07-01 09:30:00-04:00,272.0799865722656,274.0,270.6400146484375,272.7300109863281,1566995,0.0,0.0,CRM
2025-07-01 10:30:00-04:00,272.7149963378906,273.45001220703125,271.0,273.3699951171875,878006,0.0,0.0,CRM
2025-07-01 11:30:00-04:00,273.3599853515625,273.92999267578125,271.510009765625,272.8500061035156,654672,0.0,0.0,CRM
2025-07-01 12:30:00-04:00,272.8299865722656,273.3999938964844,272.25,273.30999755859375,491136,0.0,0.0,CRM
2025-07-01 13:30:00-04:00,273.30499267578125,273.95001220703125,273.04998779296875,273.04998779296875,421737,0.0,0.0,CRM
2025-07-01 14:30:00-04:00,273.0299987792969,273.1300048828125,272.20880126953125,272.8900146484375,467485,0.0,0.0,CRM
2025-07-01 15:30:00-04:00,272.9049987792969,272.9425048828125,271.7099914550781,271.9100036621094,700428,0.0,0.0,CRM
2025-07-01 16:00:00-04:00,271.91,272.89,271.0,271.79,0,0.0,0.0,CRM
2025-07-01 17:00:00-04:00,271.93,273.0,271.52,272.22,0,0.0,0.0,CRM
2025-07-01 18:00:00-04:00,272.29,272.53,271.5,272.03,0,0.0,0.0,CRM
2025-07-01 19:00:00-04:00,272.0,272.53,271.5,272.53,0,0.0,0.0,CRM
2025-07-02 04:00:00-04:00,272.74,272.74,272.17,272.33,0,0.0,0.0,CRM
2025-07-02 05:00:00-04:00,272.32,272.88,272.29,272.48,0,0.0,0.0,CRM
