Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol
2024-09-26 00:00:00-04:00,93.64395845976404,94.96247039524815,93.36637859197457,94.3775634765625,10061600,0.0,0.0,DIS
2024-09-27 00:00:00-04:00,94.6650529619065,96.06287550181787,94.45686807450167,95.1805648803711,10155400,0.0,0.0,DIS
2024-09-30 00:00:00-04:00,96.01331074138429,96.72709186711158,94.61549567307179,95.35901641845703,7982300,0.0,0.0,DIS
2024-10-01 00:00:00-04:00,94.36765396215017,95.02194827493751,92.51380620953195,93.23750305175781,10099200,0.0,0.0,DIS
2024-10-02 00:00:00-04:00,92.78146451864977,93.76291727141671,92.78146451864977,93.33663177490234,6144200,0.0,0.0,DIS
2024-10-03 00:00:00-04:00,92.80129732513971,93.27714633631068,92.32544075048509,92.82112121582031,6180300,0.0,0.0,DIS
2024-10-04 00:00:00-04:00,93.48533244965422,94.51634109178727,93.07887086516378,94.32798767089844,6308900,0.0,0.0,DIS
2024-10-07 00:00:00-04:00,94.26849863489436,94.31806970228216,90.9672727862998,91.59182739257812,11043600,0.0,0.0,DIS
2024-10-08 00:00:00-04:00,91.72070833431938,92.93016985822456,90.89788452485318,91.71080017089844,10209100,0.0,0.0,DIS
2024-10-09 00:00:00-04:00,91.06641592992422,93.19784344902655,90.66987004394272,92.7913818359375,8654500,0.0,0.0,DIS
2024-10-10 00:00:00-04:00,92.91034996267877,93.06896378255239,91.88924938863754,92.18665313720703,6698000,0.0,0.0,DIS
2024-10-11 00:00:00-04:00,92.04786217977306,93.79265955978596,91.99829867064066,93.31680297851562,8089100,0.0,0.0,DIS
2024-10-14 00:00:00-04:00,93.36637532716196,94.3676520125194,92.98966088597543,94.14955139160156,6262000,0.0,0.0,DIS
2024-10-15 00:00:00-04:00,94.42712930309345,94.8236751908163,92.87069293365529,93.4060287475586,6535800,0.0,0.0,DIS
2024-10-16 00:00:00-04:00,92.92026265164434,95.95382465606613,92.8211205085458,95.91416931152344,9936300,0.0,0.0,DIS
2024-10-17 00:00:00-04:00,96.09261618434016,96.48916207290321,94.78402004652072,95.70598602294922,9542500,0.0,0.0,DIS
2024-10-18 00:00:00-04:00,96.17192632984124,96.69734641472967,95.22022074077252,96.43959045410156,8609700,0.0,0.0,DIS
2024-10-21 00:00:00-04:00,96.36027715704563,96.6081173838523,95.1210760230122,95.78529357910156,8189900,0.0,0.0,DIS
2024-10-22 00:00:00-04:00,95.36891530640801,96.41976300084191,95.36891530640801,95.90425109863281,5344300,0.0,0.0,DIS
2024-10-23 00:00:00-04:00,96.09261845014548,96.30080334476611,95.16073672457168,95.40857696533203,5388500,0.0,0.0,DIS
2024-10-24 00:00:00-04:00,95.76545857137545,95.96373528355248,94.42712290898413,94.5758285522461,5015300,0.0,0.0,DIS
2024-10-25 00:00:00-04:00,94.98228279251681,96.01329900773676,94.18919863245138,94.20902252197266,6638100,0.0,0.0,DIS
2024-10-28 00:00:00-04:00,94.39738988721558,95.85469167871383,94.38747416004325,95.3689193725586,8146400,0.0,0.0,DIS
2024-10-29 00:00:00-04:00,95.42840415997382,95.78529469581494,94.85341301184275,95.29952239990234,6834400,0.0,0.0,DIS
2024-10-30 00:00:00-04:00,94.87323725896438,95.87451390847649,94.11980840356378,94.25859832763672,7718200,0.0,0.0,DIS
2024-10-31 00:00:00-04:00,94.44695339610972,95.79520487916363,94.1792892703269,95.3689193725586,8147700,0.0,0.0,DIS
2024-11-01 00:00:00-04:00,94.87323424281034,95.55727567791143,94.0107551082742,94.98228454589844,7944900,0.0,0.0,DIS
2024-11-04 00:00:00-05:00,95.00211872330111,95.19047215482216,94.20902696237128,94.96246337890625,6088000,0.0,0.0,DIS
2024-11-05 00:00:00-05:00,94.77410361251479,95.83485950750658,94.4271287989163,95.79520416259766,6561700,0.0,0.0,DIS
