Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol
2025-07-03 04:00:00-04:00,122.5,123.06,122.5,122.96,0,0.0,0.0,DIS
2025-07-03 04:15:00-04:00,122.98,122.98,122.9,122.9,0,0.0,0.0,DIS
2025-07-03 04:30:00-04:00,122.9,122.95,122.9,122.95,0,0.0,0.0,DIS
2025-07-03 04:45:00-04:00,122.95,123.0,122.86,122.86,0,0.0,0.0,DIS
2025-07-03 05:00:00-04:00,122.86,122.86,122.86,122.86,0,0.0,0.0,DIS
2025-07-03 05:15:00-04:00,122.86,122.86,122.84,122.84,0,0.0,0.0,DIS
2025-07-03 05:30:00-04:00,122.84,122.84,122.84,122.84,0,0.0,0.0,DIS
2025-07-03 05:45:00-04:00,122.83,122.9,122.83,122.9,0,0.0,0.0,DIS
2025-07-03 06:00:00-04:00,122.9,122.92,122.83,122.92,0,0.0,0.0,DIS
2025-07-03 06:15:00-04:00,122.9,122.9,122.83,122.83,0,0.0,0.0,DIS
2025-07-03 06:30:00-04:00,122.84,122.85,122.82,122.85,0,0.0,0.0,DIS
2025-07-03 07:00:00-04:00,122.88,122.93,122.88,122.91,0,0.0,0.0,DIS
2025-07-03 07:15:00-04:00,122.94,123.13,122.92,123.07,0,0.0,0.0,DIS
2025-07-03 07:30:00-04:00,123.07,123.2,123.07,123.2,0,0.0,0.0,DIS
2025-07-03 07:45:00-04:00,123.28,123.28,123.19,123.19,0,0.0,0.0,DIS
2025-07-03 08:00:00-04:00,122.4012,123.36,122.4012,123.2,0,0.0,0.0,DIS
2025-07-03 08:15:00-04:00,123.21,123.3,123.1,123.13,0,0.0,0.0,DIS
2025-07-03 08:30:00-04:00,123.16,123.64,122.95,123.2,0,0.0,0.0,DIS
2025-07-03 08:45:00-04:00,123.0607,123.4,122.91,123.3,0,0.0,0.0,DIS
2025-07-03 09:00:00-04:00,123.047,123.3,122.91,123.1,0,0.0,0.0,DIS
2025-07-03 09:30:00-04:00,123.06500244140625,123.66999816894531,122.9000015258789,123.6500015258789,473233,0.0,0.0,DIS
2025-07-03 09:45:00-04:00,123.62999725341797,123.80999755859375,123.4800033569336,123.4800033569336,254215,0.0,0.0,DIS
