Datetime,Open,High,Low,Close,Volume,Symbol
2025-10-10 04:00:00-04:00,434.68,437.63,434.68,436.3,0,TSLA
2025-10-10 04:05:00-04:00,436.49,438.32,436.0,438.07,0,TSLA
2025-10-10 04:10:00-04:00,438.06,438.2,437.28,438.0,0,TSLA
2025-10-10 04:15:00-04:00,437.93,438.19,437.52,437.62,0,TSLA
2025-10-10 04:20:00-04:00,437.62,438.1,437.6,437.75,0,TSLA
2025-10-10 04:25:00-04:00,437.72,437.9,437.31,437.8,0,TSLA
2025-10-10 04:30:00-04:00,437.82,437.87,437.2,437.8,0,TSLA
2025-10-10 04:35:00-04:00,437.69,437.72,437.36,437.5,0,TSLA
2025-10-10 04:40:00-04:00,437.55,437.6,436.84,437.03,0,TSLA
2025-10-10 04:45:00-04:00,437.0,437.23,437.0,437.1,0,TSLA
2025-10-10 04:50:00-04:00,437.1,437.68,437.1,437.52,0,TSLA
2025-10-10 04:55:00-04:00,437.49,437.53,436.79,436.8,0,TSLA
2025-10-10 05:00:00-04:00,436.75,436.9,435.65,436.14,0,TSLA
2025-10-10 05:05:00-04:00,436.25,436.88,436.0,436.38,0,TSLA
2025-10-10 05:10:00-04:00,436.49,436.49,435.71,435.87,0,TSLA
2025-10-10 05:15:00-04:00,435.96,435.96,434.9,435.25,0,TSLA
2025-10-10 05:20:00-04:00,435.32,436.0,435.0,435.26,0,TSLA
2025-10-10 05:25:00-04:00,435.17,435.21,434.37,434.73,0,TSLA
2025-10-10 05:30:00-04:00,434.7,434.7,433.5,434.5,0,TSLA
2025-10-10 05:35:00-04:00,434.35,434.62,434.3,434.62,0,TSLA
2025-10-10 05:40:00-04:00,434.54,434.64,434.2,434.38,0,TSLA
2025-10-10 05:45:00-04:00,434.36,434.94,434.0,434.09,0,TSLA
2025-10-10 05:50:00-04:00,434.26,434.51,434.0,434.21,0,TSLA
2025-10-10 05:55:00-04:00,434.14,434.14,432.61,433.5,0,TSLA
2025-10-10 06:00:00-04:00,433.58,434.02,433.58,433.8,0,TSLA
2025-10-10 06:05:00-04:00,434.0,434.21,433.8,434.15,0,TSLA
2025-10-10 06:10:00-04:00,434.04,434.54,433.7,434.28,0,TSLA
2025-10-10 06:15:00-04:00,434.4,434.91,434.2,434.87,0,TSLA
2025-10-10 06:20:00-04:00,434.78,434.95,434.71,434.76,0,TSLA
2025-10-10 06:25:00-04:00,434.77,434.8,434.51,434.8,0,TSLA
2025-10-10 06:30:00-04:00,434.68,434.75,434.38,434.38,0,TSLA
